"","YEAR","SPECIES","REGION","DISTRICT","SIZE_5MM","PROP_MATURE","PROP_MATURE_SD","PROP_MATURE_LOGIT","PROP_MATURE_LOGIT_SD","NUM_MATURE","NUM_IMMATURE","TOTAL_CRAB","INTERPOLATED"
"772",2017,"SNOW","EBS","ALL",112.5,0.975912234725597,0.00177929076979554,3.70457210028064,0.0797120129570874,206.366859833825,5.09361016617493,211.46047,"N"
"773",2017,"SNOW","EBS","ALL",117.5,0.98796357786394,0.000928755814310611,4.41062848909769,0.0774740670188362,115.591738610081,1.40826138991905,117,"N"
"774",2017,"SNOW","EBS","ALL",122.5,0.990113077772451,0.00190942205581042,4.62712339086907,0.210905085417983,51.4858800441675,0.514119955832548,52,"N"
"775",2017,"SNOW","EBS","ALL",127.5,0.995382025390765,0.00103953681728021,5.39670950480006,0.215426270357506,23.8891686093784,0.110831390621627,24,"N"
"776",2017,"SNOW","EBS","ALL",132.5,0.992832643939609,0.00365681431652596,5.66259792624221,1.08062978152565,2.97849793181883,0.0215020681811726,3,"N"
"777",2017,"SNOW","EBS","ALL",137.5,0.999012616223352,0.000503767232983661,7.07049376704826,0.531039598210267,0.999012616223352,0.000987383776647976,1,"N"
"778",2017,"SNOW","EBS","ALL",142.5,0.998731519873502,0.000647183738009096,7.16151070235276,1.0172020636774,0.998731519873502,0.00126848012649783,1,"N"
"779",2018,"SNOW","EBS","ALL",7.5,3.3076160257361e-05,4.19404534459635e-05,-12.0640365825178,2.1590854239958,0.000389865062575886,11.7865001349374,11.78689,"N"
"780",2018,"SNOW","EBS","ALL",12.5,1.02356167981273e-05,1.40275137755061e-05,-12.5774684355301,1.55475700720742,8.18849343850184e-05,7.99991811506561,8,"N"
"781",2018,"SNOW","EBS","ALL",17.5,0.00026817550759659,0.000231225240211059,-8.88529957714295,1.33844121236323,0.00226033603806339,8.42630966396194,8.42857,"N"
"782",2018,"SNOW","EBS","ALL",22.5,0.000615980926169583,0.000588517059889231,-8.02698039803202,1.20923381082739,0.0586351997228456,95.1313248002772,95.18996,"N"
"783",2018,"SNOW","EBS","ALL",27.5,0.00176265256710041,0.00153242382896988,-6.78433537042879,0.966054373000084,1.19100881062063,674.500181189379,675.69119,"N"
"784",2018,"SNOW","EBS","ALL",32.5,0.00464827516811588,0.00284017462451274,-5.56648366140077,0.642922669051975,2.68412278962516,574.760777210375,577.4449,"N"
"785",2018,"SNOW","EBS","ALL",37.5,0.0120254278936251,0.00506364924223035,-4.48596171773522,0.388186737983766,65.5222763818131,5383.12179361819,5448.64407,"N"
"786",2018,"SNOW","EBS","ALL",42.5,0.0370748946112336,0.00875586973163469,-3.28160119641535,0.225443810201871,740.363923205583,19229.0501767944,19969.4141,"N"
"787",2018,"SNOW","EBS","ALL",47.5,0.0996714624672751,0.0105062875926295,-2.20632708935884,0.11713241915515,2932.45850579414,26488.7863842059,29421.24489,"N"
"788",2018,"SNOW","EBS","ALL",52.5,0.201459510789432,0.00669371240950357,-1.377712348244,0.0417116056072056,8483.92070098144,33628.3661190186,42112.28682,"N"
"789",2018,"SNOW","EBS","ALL",57.5,0.303391707459549,0.0134169330229073,-0.831966077178885,0.0630258080354822,10495.2299550673,24097.7720849327,34593.00204,"N"
"790",2018,"SNOW","EBS","ALL",62.5,0.391116372026066,0.0185600110551134,-0.443299327605925,0.0783143059994695,9004.98665942991,14018.8172605701,23023.80392,"N"
"791",2018,"SNOW","EBS","ALL",67.5,0.452384380216779,0.0186529856695695,-0.191355424157024,0.0757389944389197,6201.18208061207,7506.59022938793,13707.77231,"N"
"792",2018,"SNOW","EBS","ALL",72.5,0.533958653940458,0.0142774276696158,0.136143942680001,0.0573327935701084,4613.29222992501,4026.50075007499,8639.79298,"N"
"793",2018,"SNOW","EBS","ALL",77.5,0.595578338432408,0.0179076965572321,0.387598991068809,0.0743945576021832,3845.00529071023,2610.91333928977,6455.91863,"N"
"794",2018,"SNOW","EBS","ALL",82.5,0.595151037337146,0.0242544195205668,0.386254565887709,0.100745281055279,2842.39352798485,1933.52611201515,4775.91964,"N"
"795",2018,"SNOW","EBS","ALL",87.5,0.543384229525794,0.0174704770691702,0.174156467874179,0.0702590944668776,1411.62896010868,1186.21779989132,2597.84676,"N"
"796",2018,"SNOW","EBS","ALL",92.5,0.543130632085166,0.0365563614886131,0.173837297687657,0.147509370972877,1062.81532500619,894.01653499381,1956.83186,"N"
"797",2018,"SNOW","EBS","ALL",97.5,0.659505161483204,0.0456005029862277,0.667720401950036,0.204383335071758,832.54593449667,429.83377550333,1262.37971,"N"
"798",2018,"SNOW","EBS","ALL",102.5,0.813814534762147,0.0366070146493482,1.49371752310267,0.2459182749941,771.573230914667,176.521449085333,948.09468,"N"
"799",2018,"SNOW","EBS","ALL",107.5,0.908401218582679,0.0304515331217287,2.34835144979995,0.365891569534169,441.422229273671,44.510880726329,485.93311,"N"
"800",2018,"SNOW","EBS","ALL",112.5,0.952139805819804,0.0131536011763547,3.02864583891821,0.294757034198717,210.939280588465,10.603059411535,221.54234,"N"
"801",2018,"SNOW","EBS","ALL",117.5,0.979135390541696,0.00360448705359832,3.8639563332985,0.181315736774723,87.8737099606949,1.87252003930509,89.74623,"N"
"802",2018,"SNOW","EBS","ALL",122.5,0.989869817860231,0.00225347666988284,4.60779871116902,0.232915745706558,47.2474762762867,0.483523723713297,47.731,"N"
"803",2018,"SNOW","EBS","ALL",127.5,0.99220076412412,0.00279927494015294,4.90499204648562,0.341902743634636,24.2612236303095,0.190706369690503,24.45193,"N"
"804",2018,"SNOW","EBS","ALL",132.5,0.99596325551669,0.00205956351189265,5.67339206445851,0.557998251369762,7.96770604413352,0.0322939558664768,8,"N"
"805",2018,"SNOW","EBS","ALL",137.5,0.997701893091557,0.00117250352471593,6.71310100121488,1.36414104165257,2.99310567927467,0.00689432072532981,3,"N"
"806",2019,"SNOW","EBS","ALL",12.5,4.26013547609357e-05,4.97391786282229e-05,-11.4752563559836,1.92882803555467,0.000390193050485719,9.15877980694951,9.15917,"N"
"807",2019,"SNOW","EBS","ALL",17.5,0.000828237322720226,0.00101628315895388,-8.27725618508736,1.69295281397079,0.00165647464544045,1.99834352535456,2,"N"
"808",2019,"SNOW","EBS","ALL",22.5,0.00854309931144304,0.00927718967447525,-5.48903827253824,1.26603478468732,0.0523666358493524,6.07733336415065,6.1297,"N"
"809",2019,"SNOW","EBS","ALL",27.5,0.00453247600869613,0.00365567013560188,-5.77926269428523,0.919761577936626,0.106670417797101,23.4280195822029,23.53469,"N"
"810",2019,"SNOW","EBS","ALL",32.5,0.0113850605069435,0.00715398464016693,-4.67808440441928,0.673949137100175,0.217792791979678,18.9119072080203,19.1297,"N"
"811",2019,"SNOW","EBS","ALL",37.5,0.133655027960547,0.0147790603903332,-1.87483634950556,0.126250469782414,3.51037847221895,22.754091527781,26.26447,"N"
"812",2019,"SNOW","EBS","ALL",42.5,0.0957167827988125,0.00989732384265549,-2.25091888160166,0.113250436450814,39.6648567586119,374.733283241388,414.39814,"N"
"813",2019,"SNOW","EBS","ALL",47.5,0.114666967879585,0.0125446217883424,-2.04991815467808,0.125567450611269,298.343642850649,2303.48361714935,2601.82726,"N"
"814",2019,"SNOW","EBS","ALL",52.5,0.222086180766391,0.0144643665931901,-1.25551162700517,0.0843314394664066,1204.04992086592,4217.49371913408,5421.54364,"N"
"815",2019,"SNOW","EBS","ALL",57.5,0.321136293526643,0.0111072486753914,-0.749009386735416,0.0507721509012368,2143.59073563677,4531.42787436323,6675.01861,"N"
"816",2019,"SNOW","EBS","ALL",62.5,0.351021977582443,0.00713537682570644,-0.614694151500081,0.0312857578596255,3425.04708709899,6332.31087290101,9757.35796,"N"
"817",2019,"SNOW","EBS","ALL",67.5,0.382591260430851,0.00900819529523163,-0.478730684601524,0.038054365197815,3961.16393671525,6392.34997328475,10353.51391,"N"
"818",2019,"SNOW","EBS","ALL",72.5,0.469400226399769,0.00732912931664772,-0.122577583456027,0.0294187949411634,4986.24365843672,5636.34103156328,10622.58469,"N"
"819",2019,"SNOW","EBS","ALL",77.5,0.529237892704735,0.0074310016515716,0.117110822918935,0.029828637521765,5089.12980340182,4526.82905659818,9615.95886,"N"
"820",2019,"SNOW","EBS","ALL",82.5,0.592893629736552,0.0127348958046348,0.3762047793765,0.0529307796096259,4107.39821663802,2820.31699336198,6927.71521,"N"
"821",2019,"SNOW","EBS","ALL",87.5,0.633759228132745,0.0134169126022433,0.548827884851351,0.0579710180612518,2834.18877897711,1637.83885102289,4472.02763,"N"
"822",2019,"SNOW","EBS","ALL",92.5,0.672920374022669,0.0145397828431707,0.722191474027451,0.0665491369554796,2093.9464145195,1017.7834354805,3111.72985,"N"
"823",2019,"SNOW","EBS","ALL",97.5,0.773180623032692,0.0162785733146101,1.22862619839677,0.0915813573231589,1436.30934499703,421.35405500297,1857.6634,"N"
"824",2019,"SNOW","EBS","ALL",102.5,0.887307428768912,0.0108074602756957,2.067918646552,0.106583579509152,1018.39773140307,129.341708596929,1147.73944,"N"
"825",2019,"SNOW","EBS","ALL",107.5,0.91161704641911,0.0118658778607908,2.34180775460768,0.140708386238722,535.751850245892,51.9421297541085,587.69398,"N"
"826",2019,"SNOW","EBS","ALL",112.5,0.931847339140199,0.0100007270167428,2.62541534365462,0.151046295897822,294.876045705032,21.566394294968,316.44244,"N"
"827",2019,"SNOW","EBS","ALL",117.5,0.937646953265269,0.0109858034097976,2.72636730560699,0.191954698628467,139.089086318123,9.24935368187707,148.33844,"N"
"828",2019,"SNOW","EBS","ALL",122.5,0.964368631866031,0.0087458500119711,3.33145885703178,0.275959159753409,55.3699193440031,2.04580065599691,57.41572,"N"
"829",2019,"SNOW","EBS","ALL",127.5,0.947548918690343,0.0155040736951416,2.94796955844557,0.365896608248202,43.024017706997,2.38157229300295,45.40559,"N"
"830",2019,"SNOW","EBS","ALL",132.5,0.997693853292347,0.00117660546308835,6.23863600047209,0.582873073139446,3.99077541316939,0.00922458683061267,4,"N"
"831",2019,"SNOW","EBS","ALL",137.5,0.990443983478661,0.00487551863333644,5.04581672295119,0.901381988393205,0.990443983478661,0.00955601652133942,1,"N"
"832",2021,"SNOW","EBS","ALL",7.5,0.000451769988109157,0.000510469775233324,-9.42121727146072,2.59240323793911,0.00135530996432747,2.99864469003567,3,"N"
"833",2021,"SNOW","EBS","ALL",12.5,3.02904309757729e-06,4.06552714425487e-06,-13.0412409853723,0.984851210218015,0.000369434999904121,121.963890565,121.96426,"N"
"834",2021,"SNOW","EBS","ALL",17.5,0.000246771584014716,0.000303845647515776,-9.7533675003195,2.02451626777074,0.00718281504393809,29.0999571849561,29.10714,"N"
"835",2021,"SNOW","EBS","ALL",22.5,0.000785307504390622,0.000832905094171629,-7.97674019142899,1.37842648202427,0.00549715253073435,6.99450284746927,7,"N"
"836",2021,"SNOW","EBS","ALL",27.5,0.00267150983249505,0.00203358522307333,-6.28307091750476,0.896749269899454,0.216392296432099,80.7836077035679,81,"N"
"837",2021,"SNOW","EBS","ALL",32.5,0.0071947866332886,0.00506382773531191,-5.23507053525055,0.833921821737483,0.539608997496645,74.4603910025034,75,"N"
"838",2021,"SNOW","EBS","ALL",37.5,0.0138030774441543,0.00893507656923048,-4.46082006391447,0.625942291455776,1.03652277636034,74.0570772236397,75.0936,"N"
"839",2021,"SNOW","EBS","ALL",42.5,0.0701231219691219,0.0176919169327046,-2.61905508376614,0.287738203814659,3.30671261618274,43.8490973838173,47.15581,"N"
"840",2021,"SNOW","EBS","ALL",47.5,0.0924779391636606,0.0317373569976649,-2.3328982430223,0.339813488366335,7.35183432711748,72.1464156728825,79.49825,"N"
"841",2021,"SNOW","EBS","ALL",52.5,0.262924435729273,0.0175103560520144,-1.03281901523331,0.0918246310544812,24.5933128117374,68.9442571882626,93.53757,"N"
"842",2021,"SNOW","EBS","ALL",57.5,0.353460984571564,0.0134600475998471,-0.6043686456967,0.0590180325963984,45.7326767347463,83.6526832652537,129.38536,"N"
"843",2021,"SNOW","EBS","ALL",62.5,0.396637317378351,0.00908569558950745,-0.41964589853884,0.0380283644966347,75.2284508165823,114.437139183418,189.66559,"N"
"844",2021,"SNOW","EBS","ALL",67.5,0.40743243009769,0.0079268542815498,-0.374687936546058,0.0328091868007499,98.5463093136707,143.325230686329,241.87154,"N"
"845",2021,"SNOW","EBS","ALL",72.5,0.402299506032637,0.0108818367348609,-0.396090330805349,0.0452382772884368,179.69457323227,266.97406676773,446.66864,"N"
"846",2021,"SNOW","EBS","ALL",77.5,0.416407397214188,0.0160276820630796,-0.337887781490917,0.0658122815105864,308.209985447563,431.954544552437,740.16453,"N"
"847",2021,"SNOW","EBS","ALL",82.5,0.422860015099587,0.0198902662139416,-0.311534198221102,0.0813732403290071,420.222227011196,573.539802988804,993.76203,"N"
"848",2021,"SNOW","EBS","ALL",87.5,0.49022793737677,0.0187320714496605,-0.0391482051650561,0.0750295765664807,504.846975674489,524.973924325511,1029.8209,"N"
"849",2021,"SNOW","EBS","ALL",92.5,0.601564492605814,0.0215379128795697,0.41276128913676,0.0894826566072199,507.464063019493,336.109766980507,843.57383,"N"
"850",2021,"SNOW","EBS","ALL",97.5,0.79399097166002,0.0144684532341305,1.35140600213525,0.0879283120565943,499.110228000171,129.499221999829,628.60945,"N"
"851",2021,"SNOW","EBS","ALL",102.5,0.911681590232592,0.00532410473181101,2.3361167201883,0.0658507206470073,382.296325563375,37.0346444366248,419.33097,"N"
"852",2021,"SNOW","EBS","ALL",107.5,0.96417693105939,0.00125453954424791,3.29329514508889,0.0365327046383394,189.520941235438,7.04146876456247,196.56241,"N"
"853",2021,"SNOW","EBS","ALL",112.5,0.985935698887098,0.00158535050153243,4.25636159351801,0.11581473024055,128.664805891906,1.83539410809394,130.5002,"N"
"854",2021,"SNOW","EBS","ALL",117.5,0.97964672745191,0.00188400220621096,3.87810873597565,0.0930125631106271,32.328342005913,0.671657994086978,33,"N"
"855",2021,"SNOW","EBS","ALL",122.5,0.990913159670347,0.00364755733247455,4.78833338559177,0.465574437679749,7.92730527736278,0.0726947226372241,8,"N"
"856",2021,"SNOW","EBS","ALL",127.5,0.994367237356554,0.00172417461449871,5.22419591039855,0.329317063339745,1.98873447471311,0.0112655252868921,2,"N"
