"","SPECIES","REGION","DISTRICT","YEAR","SIZE_BIN","NUM_IMMATURE","NUM_MATURE","TOTAL_CRAB","PROP_MATURE"
"1448","TANNER","EBS","W166",1997,75,31,1,32,0.03125
"1449","TANNER","EBS","W166",1997,85,29,5,34,0.147058824
"1450","TANNER","EBS","W166",1997,95,24,5,29,0.172413793
"1451","TANNER","EBS","W166",1997,105,13,9.4757,22.4757,0.421597548
"1452","TANNER","EBS","W166",1997,115,7,7,14,0.5
"1453","TANNER","EBS","W166",1997,125,1,2,3,1
"1454","TANNER","EBS","W166",1997,135,0,1,1,1
"1455","TANNER","EBS","W166",1997,145,0,0,0,1
"1456","TANNER","EBS","W166",1997,155,0,0,0,1
"1457","TANNER","EBS","W166",1997,165,0,0,0,1
"1458","TANNER","EBS","W166",1997,175,0,0,0,1
"1459","TANNER","EBS","W166",1997,185,0,0,0,1
"1460","TANNER","EBS","W166",1997,195,0,0,0,1
"1461","TANNER","EBS","W166",1998,5,0,0,0,0
"1462","TANNER","EBS","W166",1998,15,0,0,0,0
"1463","TANNER","EBS","W166",1998,25,1,0,1,0
"1464","TANNER","EBS","W166",1998,35,5,13,18,0
"1465","TANNER","EBS","W166",1998,45,17,17,34,0
"1466","TANNER","EBS","W166",1998,55,29,2,31,0
"1467","TANNER","EBS","W166",1998,65,42,3,45,0.066666667
"1468","TANNER","EBS","W166",1998,75,35,8,43,0.186046512
"1469","TANNER","EBS","W166",1998,85,36,5,41,0.12195122
"1470","TANNER","EBS","W166",1998,95,19,20,39,0.512820513
"1471","TANNER","EBS","W166",1998,105,17,33,50,0.66
"1472","TANNER","EBS","W166",1998,115,2,22,24,0.916666667
"1473","TANNER","EBS","W166",1998,125,1,15,16,1
"1474","TANNER","EBS","W166",1998,135,2,6,8,1
"1475","TANNER","EBS","W166",1998,145,0,1,1,1
"1476","TANNER","EBS","W166",1998,155,0,0,0,1
"1477","TANNER","EBS","W166",1998,165,0,0,0,1
"1478","TANNER","EBS","W166",1998,175,0,0,0,1
"1479","TANNER","EBS","W166",1998,185,0,0,0,1
"1480","TANNER","EBS","W166",1998,195,0,0,0,1
"1481","TANNER","EBS","W166",1999,5,0,0,0,0
"1482","TANNER","EBS","W166",1999,15,0,0,0,0
"1483","TANNER","EBS","W166",1999,25,2,2,4,0
"1484","TANNER","EBS","W166",1999,35,6,3,9,0
"1485","TANNER","EBS","W166",1999,45,4,1,5,0
"1486","TANNER","EBS","W166",1999,55,4,1,5,0
"1487","TANNER","EBS","W166",1999,65,18.8565,2,20.8565,0.095893367
"1488","TANNER","EBS","W166",1999,75,39.9139,6,45.9139,0.13067938
"1489","TANNER","EBS","W166",1999,85,23.9426,2,25.9426,0.077093275
"1490","TANNER","EBS","W166",1999,95,8,10,18,0.555555556
"1491","TANNER","EBS","W166",1999,105,5,10,15,0.666666667
"1492","TANNER","EBS","W166",1999,115,2,10,12,0.833333333
"1493","TANNER","EBS","W166",1999,125,0,3,3,1
"1494","TANNER","EBS","W166",1999,135,0,3,3,1
"1495","TANNER","EBS","W166",1999,145,0,0,0,1
"1496","TANNER","EBS","W166",1999,155,0,0,0,1
"1497","TANNER","EBS","W166",1999,165,0,0,0,1
"1498","TANNER","EBS","W166",1999,175,0,0,0,1
"1499","TANNER","EBS","W166",1999,185,0,0,0,1
"1500","TANNER","EBS","W166",1999,195,0,0,0,1
"1501","TANNER","EBS","W166",2000,5,0,0,0,0
"1502","TANNER","EBS","W166",2000,15,0,0,0,0
"1503","TANNER","EBS","W166",2000,25,1,4,5,0
"1504","TANNER","EBS","W166",2000,35,31,27,58,0
"1505","TANNER","EBS","W166",2000,45,71,20,91,0
"1506","TANNER","EBS","W166",2000,55,57.3152,6.8288,64.144,0
"1507","TANNER","EBS","W166",2000,65,50.4864,3,53.4864,0.056089024
"1508","TANNER","EBS","W166",2000,75,49,7,56,0.125
"1509","TANNER","EBS","W166",2000,85,43,6,49,0.12244898
"1510","TANNER","EBS","W166",2000,95,52,28,80,0.35
"1511","TANNER","EBS","W166",2000,105,23,33,56,0.589285714
"1512","TANNER","EBS","W166",2000,115,5,19,24,0.791666667
"1513","TANNER","EBS","W166",2000,125,0,13,13,1
"1514","TANNER","EBS","W166",2000,135,0,5,5,1
"1515","TANNER","EBS","W166",2000,145,0,0,0,1
"1516","TANNER","EBS","W166",2000,155,0,1,1,1
"1517","TANNER","EBS","W166",2000,165,0,0,0,1
"1518","TANNER","EBS","W166",2000,175,0,0,0,1
"1519","TANNER","EBS","W166",2000,185,0,0,0,1
"1520","TANNER","EBS","W166",2000,195,0,0,0,1
"1521","TANNER","EBS","W166",2001,5,0,0,0,0
"1522","TANNER","EBS","W166",2001,15,0,3,3,0
"1523","TANNER","EBS","W166",2001,25,0,10.2779,10.2779,0
"1524","TANNER","EBS","W166",2001,35,3,8,11,0
"1525","TANNER","EBS","W166",2001,45,10,13,23,0
"1526","TANNER","EBS","W166",2001,55,106.7329,20.7635,127.4964,0
"1527","TANNER","EBS","W166",2001,65,103.9349,22.3032,126.2381,0.176675663
"1528","TANNER","EBS","W166",2001,75,143.9959,15.0604,159.0563,0.09468597
"1529","TANNER","EBS","W166",2001,85,67.5811,20.3383,87.9194,0.231328922
"1530","TANNER","EBS","W166",2001,95,60,32,92,0.347826087
"1531","TANNER","EBS","W166",2001,105,28,24,52,0.461538462
"1532","TANNER","EBS","W166",2001,115,12,25,37,0.675675676
"1533","TANNER","EBS","W166",2001,125,1,24,25,1
"1534","TANNER","EBS","W166",2001,135,0,5,5,1
"1535","TANNER","EBS","W166",2001,145,0,0,0,1
"1536","TANNER","EBS","W166",2001,155,0,0,0,1
"1537","TANNER","EBS","W166",2001,165,0,0,0,1
"1538","TANNER","EBS","W166",2001,175,0,0,0,1
"1539","TANNER","EBS","W166",2001,185,0,0,0,1
"1540","TANNER","EBS","W166",2001,195,0,0,0,1
"1541","TANNER","EBS","W166",2002,5,0,0,0,0
"1542","TANNER","EBS","W166",2002,15,0,1,1,0
"1543","TANNER","EBS","W166",2002,25,0,5,5,0
"1544","TANNER","EBS","W166",2002,35,1,11,12,0
"1545","TANNER","EBS","W166",2002,45,40.1032,22.5516,62.6548,0
"1546","TANNER","EBS","W166",2002,55,70.6548,13,83.6548,0
"1547","TANNER","EBS","W166",2002,65,76,5,81,0.061728395
"1548","TANNER","EBS","W166",2002,75,80,11,91,0.120879121
"1549","TANNER","EBS","W166",2002,85,83.3439,29,112.3439,0.258135956
"1550","TANNER","EBS","W166",2002,95,61.4067,49.4894,110.8961,0.446268174
"1551","TANNER","EBS","W166",2002,105,27.8785,32.1949,60.0734,0.53592605
"1552","TANNER","EBS","W166",2002,115,6.7055,25.8404,32.5459,0.793967904
"1553","TANNER","EBS","W166",2002,125,1,12.4894,13.4894,1
"1554","TANNER","EBS","W166",2002,135,0,11.4894,11.4894,1
"1555","TANNER","EBS","W166",2002,145,0,5.4894,5.4894,1
"1556","TANNER","EBS","W166",2002,155,0,0,0,1
"1557","TANNER","EBS","W166",2002,165,0,0,0,1
"1558","TANNER","EBS","W166",2002,175,0,0,0,1
"1559","TANNER","EBS","W166",2002,185,0,0,0,1
"1560","TANNER","EBS","W166",2002,195,0,0,0,1
"1561","TANNER","EBS","W166",2003,5,0,0,0,0
"1562","TANNER","EBS","W166",2003,15,0,1,1,0
"1563","TANNER","EBS","W166",2003,25,0,11.2268,11.2268,0
"1564","TANNER","EBS","W166",2003,35,2,4,6,0
"1565","TANNER","EBS","W166",2003,45,0,5.8067,5.8067,0
"1566","TANNER","EBS","W166",2003,55,42.7246,11,53.7246,0
"1567","TANNER","EBS","W166",2003,65,93.7574,1,94.7574,0.010553265
"1568","TANNER","EBS","W166",2003,75,124.908,26.1344,151.0424,0.173026912
"1569","TANNER","EBS","W166",2003,85,102.5442,32,134.5442,0.237840056
"1570","TANNER","EBS","W166",2003,95,44,50,94,0.531914894
"1571","TANNER","EBS","W166",2003,105,24,39,63,0.619047619
"1572","TANNER","EBS","W166",2003,115,5,31,36,0.861111111
"1573","TANNER","EBS","W166",2003,125,0,22,22,1
"1574","TANNER","EBS","W166",2003,135,0,12,12,1
"1575","TANNER","EBS","W166",2003,145,0,1,1,1
"1576","TANNER","EBS","W166",2003,155,0,0,0,1
"1577","TANNER","EBS","W166",2003,165,0,0,0,1
"1578","TANNER","EBS","W166",2003,175,0,0,0,1
"1579","TANNER","EBS","W166",2003,185,0,0,0,1
"1580","TANNER","EBS","W166",2003,195,0,0,0,1
"1581","TANNER","EBS","W166",2004,5,0,0,0,0
"1582","TANNER","EBS","W166",2004,15,0,0,0,0
"1583","TANNER","EBS","W166",2004,25,0,1,1,0
"1584","TANNER","EBS","W166",2004,35,2,3,5,0
"1585","TANNER","EBS","W166",2004,45,4,3,7,0
"1586","TANNER","EBS","W166",2004,55,33,0,33,0
"1587","TANNER","EBS","W166",2004,65,46.8286,5,51.8286,0.096471832
"1588","TANNER","EBS","W166",2004,75,87.0867,10,97.0867,0.10300072
"1589","TANNER","EBS","W166",2004,85,100.0867,30,130.0867,0.230615428
"1590","TANNER","EBS","W166",2004,95,113.0867,75.0289,188.1156,0.398844647
"1591","TANNER","EBS","W166",2004,105,104.6886,56.9153,161.6039,0.352190139
"1592","TANNER","EBS","W166",2004,115,76.7449,44.9153,121.6602,0.369186472
"1593","TANNER","EBS","W166",2004,125,3.8286,29.6861,33.5147,1
"1594","TANNER","EBS","W166",2004,135,0,16.8575,16.8575,1
"1595","TANNER","EBS","W166",2004,145,0,1,1,1
"1596","TANNER","EBS","W166",2004,155,0,0,0,1
"1597","TANNER","EBS","W166",2004,165,0,0,0,1
"1598","TANNER","EBS","W166",2004,175,0,0,0,1
"1599","TANNER","EBS","W166",2004,185,0,0,0,1
"1600","TANNER","EBS","W166",2004,195,0,0,0,1
"1601","TANNER","EBS","W166",2005,5,0,0,0,0
"1602","TANNER","EBS","W166",2005,15,0,0,0,0
"1603","TANNER","EBS","W166",2005,25,0,0,0,0
"1604","TANNER","EBS","W166",2005,35,0,1,1,0
"1605","TANNER","EBS","W166",2005,45,1,1,2,0
"1606","TANNER","EBS","W166",2005,55,8,1,9,0
"1607","TANNER","EBS","W166",2005,65,27.0274,3,30.0274,0.09990875
"1608","TANNER","EBS","W166",2005,75,32,1,33,0.03030303
"1609","TANNER","EBS","W166",2005,85,57.0274,21.6476,78.675,0.275152208
"1610","TANNER","EBS","W166",2005,95,59.861,68.5781,128.4391,0.53393476
"1611","TANNER","EBS","W166",2005,105,36.0867,67.2952,103.3819,0.65093793
"1612","TANNER","EBS","W166",2005,115,18.9305,70.5781,89.5086,0.788506356
"1613","TANNER","EBS","W166",2005,125,5.9305,87.4245,93.355,1
"1614","TANNER","EBS","W166",2005,135,0,71.3304,71.3304,1
"1615","TANNER","EBS","W166",2005,145,0,34.861,34.861,1
"1616","TANNER","EBS","W166",2005,155,0,4,4,1
"1617","TANNER","EBS","W166",2005,165,0,0,0,1
"1618","TANNER","EBS","W166",2005,175,0,0,0,1
"1619","TANNER","EBS","W166",2005,185,0,0,0,1
"1620","TANNER","EBS","W166",2005,195,0,0,0,1
"1621","TANNER","EBS","W166",2006,5,0,0,0,0
"1622","TANNER","EBS","W166",2006,15,0,0,0,0
"1623","TANNER","EBS","W166",2006,25,6,6,12,0
"1624","TANNER","EBS","W166",2006,35,13,4,17,0
"1625","TANNER","EBS","W166",2006,45,21.5192,4.6104,26.1296,0
"1626","TANNER","EBS","W166",2006,55,76.5438,6.6856,83.2294,0
"1627","TANNER","EBS","W166",2006,65,149.541,11.7922,161.3332,0.073092209
"1628","TANNER","EBS","W166",2006,75,298.6274,53.4798,352.1072,0.151884994
"1629","TANNER","EBS","W166",2006,85,224.882,74.839,299.721,0.24969555
"1630","TANNER","EBS","W166",2006,95,131.8576,83.1316,214.9892,0.386678028
"1631","TANNER","EBS","W166",2006,105,78.8544,83.0827,161.9371,0.513055378
"1632","TANNER","EBS","W166",2006,115,35.4762,56.2946,91.7708,0.613426057
"1633","TANNER","EBS","W166",2006,125,5.3726,43.4235,48.7961,1
"1634","TANNER","EBS","W166",2006,135,1,15.4506,16.4506,1
"1635","TANNER","EBS","W166",2006,145,0,1,1,1
"1636","TANNER","EBS","W166",2006,155,0,0,0,1
"1637","TANNER","EBS","W166",2006,165,0,0,0,1
"1638","TANNER","EBS","W166",2006,175,0,0,0,1
"1639","TANNER","EBS","W166",2006,185,0,0,0,1
"1640","TANNER","EBS","W166",2006,195,0,0,0,1
"1641","TANNER","EBS","W166",2007,5,0,0,0,0
"1642","TANNER","EBS","W166",2007,15,0,0,0,0
"1643","TANNER","EBS","W166",2007,25,1,10,11,0
"1644","TANNER","EBS","W166",2007,35,5,3,8,0
"1645","TANNER","EBS","W166",2007,45,14,8,22,0
"1646","TANNER","EBS","W166",2007,55,16,3,19,0
"1647","TANNER","EBS","W166",2007,65,14,1,15,0.066666667
"1648","TANNER","EBS","W166",2007,75,55,10,65,0.153846154
"1649","TANNER","EBS","W166",2007,85,56.5857,45.4244,102.0101,0.445293162
"1650","TANNER","EBS","W166",2007,95,130.565,102.1122,232.6772,0.438857782
"1651","TANNER","EBS","W166",2007,105,104.4155,53.3836,157.7991,0.338301042
"1652","TANNER","EBS","W166",2007,115,20,39.8975,59.8975,0.666096248
"1653","TANNER","EBS","W166",2007,125,1.5139,30.315,31.8289,1
"1654","TANNER","EBS","W166",2007,135,0,5,5,1
"1655","TANNER","EBS","W166",2007,145,0,0,0,1
"1656","TANNER","EBS","W166",2007,155,0,0,0,1
"1657","TANNER","EBS","W166",2007,165,0,0,0,1
"1658","TANNER","EBS","W166",2007,175,0,0,0,1
"1659","TANNER","EBS","W166",2007,185,0,0,0,1
"1660","TANNER","EBS","W166",2007,195,0,0,0,1
"1661","TANNER","EBS","W166",2008,5,0,0,0,0
"1662","TANNER","EBS","W166",2008,15,0,2,2,0
"1663","TANNER","EBS","W166",2008,25,5,10,15,0
"1664","TANNER","EBS","W166",2008,35,13,28,41,0
"1665","TANNER","EBS","W166",2008,45,37,17.2585,54.2585,0
"1666","TANNER","EBS","W166",2008,55,67.2925,10.2585,77.551,0
"1667","TANNER","EBS","W166",2008,65,99.7753,12.6292,112.4045,0.112354932
"1668","TANNER","EBS","W166",2008,75,139.1796,18,157.1796,0.114518678
"1669","TANNER","EBS","W166",2008,85,58.7127,26.7127,85.4254,0.312702077
"1670","TANNER","EBS","W166",2008,95,35,43.1381,78.1381,0.552075108
"1671","TANNER","EBS","W166",2008,105,37,51.7016,88.7016,0.582871109
"1672","TANNER","EBS","W166",2008,115,18,56.4695,74.4695,0.758290307
"1673","TANNER","EBS","W166",2008,125,4,88.3367,92.3367,1
"1674","TANNER","EBS","W166",2008,135,0,34.3553,34.3553,1
"1675","TANNER","EBS","W166",2008,145,0,21.9295,21.9295,1
"1676","TANNER","EBS","W166",2008,155,0,2,2,1
"1677","TANNER","EBS","W166",2008,165,0,0,0,1
"1678","TANNER","EBS","W166",2008,175,0,0,0,1
"1679","TANNER","EBS","W166",2008,185,0,0,0,1
"1680","TANNER","EBS","W166",2008,195,0,0,0,1
"1681","TANNER","EBS","W166",2009,5,0,0,0,0
"1682","TANNER","EBS","W166",2009,15,0,0,0,0
"1683","TANNER","EBS","W166",2009,25,0,1,1,0
"1684","TANNER","EBS","W166",2009,35,3,13,16,0
"1685","TANNER","EBS","W166",2009,45,15,23,38,0
"1686","TANNER","EBS","W166",2009,55,20,3,23,0
"1687","TANNER","EBS","W166",2009,65,9,2,11,0.181818182
"1688","TANNER","EBS","W166",2009,75,1,0,1,0
"1689","TANNER","EBS","W166",2009,85,9,0,9,0
"1690","TANNER","EBS","W166",2009,95,5,1,6,0.166666667
"1691","TANNER","EBS","W166",2009,105,7,2,9,0.222222222
"1692","TANNER","EBS","W166",2009,115,5,3,8,0.375
"1693","TANNER","EBS","W166",2009,125,1,8,9,1
"1694","TANNER","EBS","W166",2009,135,1,8,9,1
"1695","TANNER","EBS","W166",2009,145,1,1,2,1
"1696","TANNER","EBS","W166",2009,155,0,0,0,1
"1697","TANNER","EBS","W166",2009,165,0,0,0,1
"1698","TANNER","EBS","W166",2009,175,0,0,0,1
"1699","TANNER","EBS","W166",2009,185,0,0,0,1
"1700","TANNER","EBS","W166",2009,195,0,0,0,1
"1701","TANNER","EBS","W166",2010,5,0,1,1,0
"1702","TANNER","EBS","W166",2010,15,0,3,3,0
"1703","TANNER","EBS","W166",2010,25,5.4778,23,28.4778,0
"1704","TANNER","EBS","W166",2010,35,20.4334,60,80.4334,0
"1705","TANNER","EBS","W166",2010,45,87.8422,58.9199,146.7621,0
"1706","TANNER","EBS","W166",2010,55,84.4632,17,101.4632,0
"1707","TANNER","EBS","W166",2010,65,88.9223,9.9199,98.8422,0.100360979
"1708","TANNER","EBS","W166",2010,75,79,6,85,0.070588235
"1709","TANNER","EBS","W166",2010,85,63.8398,28,91.8398,0.304878713
"1710","TANNER","EBS","W166",2010,95,34,58,92,0.630434783
"1711","TANNER","EBS","W166",2010,105,28,51.1155,79.1155,0.64608705
"1712","TANNER","EBS","W166",2010,115,9.1155,57.3465,66.462,0.862846439
"1713","TANNER","EBS","W166",2010,125,8,44.1155,52.1155,1
"1714","TANNER","EBS","W166",2010,135,1,37.231,38.231,1
"1715","TANNER","EBS","W166",2010,145,0,25,25,1
"1716","TANNER","EBS","W166",2010,155,0,3,3,1
"1717","TANNER","EBS","W166",2010,165,0,0,0,1
"1718","TANNER","EBS","W166",2010,175,0,0,0,1
"1719","TANNER","EBS","W166",2010,185,0,0,0,1
"1720","TANNER","EBS","W166",2010,195,0,0,0,1
"1721","TANNER","EBS","W166",2011,5,0,0,0,0
"1722","TANNER","EBS","W166",2011,15,0,0,0,0
"1723","TANNER","EBS","W166",2011,25,1,2,3,0
"1724","TANNER","EBS","W166",2011,35,1,2,3,0
"1725","TANNER","EBS","W166",2011,45,3,6,9,0
"1726","TANNER","EBS","W166",2011,55,5,2,7,0
"1727","TANNER","EBS","W166",2011,65,15,1,16,0.0625
"1728","TANNER","EBS","W166",2011,75,5,0,5,0
"1729","TANNER","EBS","W166",2011,85,4,0,4,0
"1730","TANNER","EBS","W166",2011,95,2,2,4,0.5
"1731","TANNER","EBS","W166",2011,105,1,1,2,0.5
"1732","TANNER","EBS","W166",2011,115,1,1,2,0.5
"1733","TANNER","EBS","W166",2011,125,0,3,3,1
"1734","TANNER","EBS","W166",2011,135,0,0,0,1
"1735","TANNER","EBS","W166",2011,145,0,2,2,1
"1736","TANNER","EBS","W166",2011,155,0,1,1,1
"1737","TANNER","EBS","W166",2011,165,0,0,0,1
"1738","TANNER","EBS","W166",2011,175,0,0,0,1
"1739","TANNER","EBS","W166",2011,185,0,0,0,1
"1740","TANNER","EBS","W166",2011,195,0,0,0,1
"1741","TANNER","EBS","W166",2012,5,0,0,0,0
"1742","TANNER","EBS","W166",2012,15,0,0,0,0
"1743","TANNER","EBS","W166",2012,25,0,10,10,0
"1744","TANNER","EBS","W166",2012,35,5,29.9793,34.9793,0
"1745","TANNER","EBS","W166",2012,45,75.2009,28.9465,104.1474,0
"1746","TANNER","EBS","W166",2012,55,74.4368,15.9778,90.4146,0
"1747","TANNER","EBS","W166",2012,65,99.353,9.0994,108.4524,0.083902247
"1748","TANNER","EBS","W166",2012,75,77.7754,3,80.7754,0.03714002
"1749","TANNER","EBS","W166",2012,85,61.214,7,68.214,0.102618231
"1750","TANNER","EBS","W166",2012,95,60.2518,19,79.2518,0.239742189
"1751","TANNER","EBS","W166",2012,105,17.3633,9,26.3633,0.341383666
"1752","TANNER","EBS","W166",2012,115,3,11,14,0.785714286
"1753","TANNER","EBS","W166",2012,125,0,11,11,1
"1754","TANNER","EBS","W166",2012,135,0,8,8,1
"1755","TANNER","EBS","W166",2012,145,0,0,0,1
"1756","TANNER","EBS","W166",2012,155,0,1,1,1
"1757","TANNER","EBS","W166",2012,165,0,2,2,1
"1758","TANNER","EBS","W166",2012,175,0,0,0,1
"1759","TANNER","EBS","W166",2012,185,0,0,0,1
"1760","TANNER","EBS","W166",2012,195,0,0,0,1
"1761","TANNER","EBS","W166",2014,5,0,0,0,0
"1762","TANNER","EBS","W166",2014,15,0,0,0,0
"1763","TANNER","EBS","W166",2014,25,0,6,6,0
"1764","TANNER","EBS","W166",2014,35,3,21.9189,24.9189,0
"1765","TANNER","EBS","W166",2014,45,15,15,30,0
"1766","TANNER","EBS","W166",2014,55,13,7,20,0
"1767","TANNER","EBS","W166",2014,65,41.6891,3,44.6891,0.067130464
"1768","TANNER","EBS","W166",2014,75,41.1213,7,48.1213,0.145465729
"1769","TANNER","EBS","W166",2014,85,36.0308,13,49.0308,0.265139463
"1770","TANNER","EBS","W166",2014,95,28.3763,24.6947,53.071,0.46531439
"1771","TANNER","EBS","W166",2014,105,22.1521,26,48.1521,0.539955682
"1772","TANNER","EBS","W166",2014,115,7,18,25,0.72
"1773","TANNER","EBS","W166",2014,125,1,18,19,1
"1774","TANNER","EBS","W166",2014,135,1,10,11,1
"1775","TANNER","EBS","W166",2014,145,0,3,3,1
"1776","TANNER","EBS","W166",2014,155,0,3,3,1
"1777","TANNER","EBS","W166",2014,165,0,0,0,1
"1778","TANNER","EBS","W166",2014,175,0,0,0,1
"1779","TANNER","EBS","W166",2014,185,0,0,0,1
"1780","TANNER","EBS","W166",2014,195,0,0,0,1
"1781","TANNER","EBS","W166",2016,5,0,0,0,0
"1782","TANNER","EBS","W166",2016,15,0,0,0,0
"1783","TANNER","EBS","W166",2016,25,1,7,8,0
"1784","TANNER","EBS","W166",2016,35,1,5,6,0
"1785","TANNER","EBS","W166",2016,45,7,1,8,0
"1786","TANNER","EBS","W166",2016,55,6,6.7563,12.7563,0
"1787","TANNER","EBS","W166",2016,65,4,1,5,0.2
"1788","TANNER","EBS","W166",2016,75,20,4,24,0.166666667
"1789","TANNER","EBS","W166",2016,85,17,9,26,0.346153846
"1790","TANNER","EBS","W166",2016,95,6,16,22,0.727272727
"1791","TANNER","EBS","W166",2016,105,2,11,13,0.846153846
"1792","TANNER","EBS","W166",2016,115,4,24,28,0.857142857
"1793","TANNER","EBS","W166",2016,125,0,45,45,1
"1794","TANNER","EBS","W166",2016,135,0,40,40,1
"1795","TANNER","EBS","W166",2016,145,0,24,24,1
"1796","TANNER","EBS","W166",2016,155,0,14,14,1
"1797","TANNER","EBS","W166",2016,165,0,1,1,1
"1798","TANNER","EBS","W166",2016,175,0,0,0,1
"1799","TANNER","EBS","W166",2016,185,0,0,0,1
"1800","TANNER","EBS","W166",2016,195,0,0,0,1
"1801","TANNER","EBS","W166",2017,5,0,0,0,0
"1802","TANNER","EBS","W166",2017,15,0,0,0,0
"1803","TANNER","EBS","W166",2017,25,0,8,8,0
"1804","TANNER","EBS","W166",2017,35,4,6,10,0
"1805","TANNER","EBS","W166",2017,45,20,9,29,0
"1806","TANNER","EBS","W166",2017,55,42,9,51,0
"1807","TANNER","EBS","W166",2017,65,67,12,79,0.151898734
"1808","TANNER","EBS","W166",2017,75,88,11,99,0.111111111
"1809","TANNER","EBS","W166",2017,85,60,21,81,0.259259259
"1810","TANNER","EBS","W166",2017,95,37,44,81,0.543209877
"1811","TANNER","EBS","W166",2017,105,33,48,81,0.592592593
"1812","TANNER","EBS","W166",2017,115,4,33,37,0.891891892
"1813","TANNER","EBS","W166",2017,125,3,27,30,1
"1814","TANNER","EBS","W166",2017,135,0,12,12,1
"1815","TANNER","EBS","W166",2017,145,0,6,6,1
"1816","TANNER","EBS","W166",2017,155,0,1,1,1
"1817","TANNER","EBS","W166",2017,165,0,0,0,1
"1818","TANNER","EBS","W166",2017,175,0,0,0,1
"1819","TANNER","EBS","W166",2017,185,0,0,0,1
"1820","TANNER","EBS","W166",2017,195,0,0,0,1
"1821","TANNER","EBS","W166",2018,5,0,0,0,0
"1822","TANNER","EBS","W166",2018,15,0,0,0,0
"1823","TANNER","EBS","W166",2018,25,1,40,41,0
"1824","TANNER","EBS","W166",2018,35,58.4684,76.159,134.6273,0
"1825","TANNER","EBS","W166",2018,45,150.2735,78.8621,229.1356,0
"1826","TANNER","EBS","W166",2018,55,117.4998,36.2851,153.785,0
"1827","TANNER","EBS","W166",2018,65,97.0633,18.7499,115.8131,0.161897519
"1828","TANNER","EBS","W166",2018,75,79.2538,17.7647,97.0185,0.183106549
"1829","TANNER","EBS","W166",2018,85,47.6174,35.9166,83.534,0.429963932
"1830","TANNER","EBS","W166",2018,95,39.9166,37.9166,77.8332,0.487152019
"1831","TANNER","EBS","W166",2018,105,10,46,56,0.821428571
"1832","TANNER","EBS","W166",2018,115,2,20,22,0.909090909
"1833","TANNER","EBS","W166",2018,125,1,24,25,1
"1834","TANNER","EBS","W166",2018,135,0,15,15,1
"1835","TANNER","EBS","W166",2018,145,0,2,2,1
"1836","TANNER","EBS","W166",2018,155,0,1,1,1
"1837","TANNER","EBS","W166",2018,165,0,0,0,1
"1838","TANNER","EBS","W166",2018,175,0,0,0,1
"1839","TANNER","EBS","W166",2018,185,0,0,0,1
"1840","TANNER","EBS","W166",2018,195,0,0,0,1
"1841","TANNER","EBS","W166",2019,5,0,0,0,0
"1842","TANNER","EBS","W166",2019,15,0,0,0,0
"1843","TANNER","EBS","W166",2019,25,2,17,19,0
"1844","TANNER","EBS","W166",2019,35,19.6718,62.7375,82.4093,0
"1845","TANNER","EBS","W166",2019,45,56.3762,37.7287,94.1049,0
"1846","TANNER","EBS","W166",2019,55,80.247,14.405,94.652,0
"1847","TANNER","EBS","W166",2019,65,141.3374,15,156.3374,0.095946325
"1848","TANNER","EBS","W166",2019,75,101.166,15.9184,117.0844,0.135956319
"1849","TANNER","EBS","W166",2019,85,77.7084,27.6607,105.3692,0.262512699
"1850","TANNER","EBS","W166",2019,95,27,72.8257,99.8257,0.729528487
"1851","TANNER","EBS","W166",2019,105,9,46.8513,55.8513,0.838857709
"1852","TANNER","EBS","W166",2019,115,1,35.9256,36.9256,0.972918539
"1853","TANNER","EBS","W166",2019,125,0,15.8304,15.8304,1
"1854","TANNER","EBS","W166",2019,135,0,2,2,1
"1855","TANNER","EBS","W166",2019,145,0,0,0,1
"1856","TANNER","EBS","W166",2019,155,0,0,0,1
"1857","TANNER","EBS","W166",2019,165,0,0,0,1
"1858","TANNER","EBS","W166",2019,175,0,0,0,1
"1859","TANNER","EBS","W166",2019,185,0,0,0,1
"1860","TANNER","EBS","W166",2019,195,0,0,0,1
"1861","TANNER","EBS","W166",2021,5,0,0,0,0
"1862","TANNER","EBS","W166",2021,15,0,0,0,0
"1863","TANNER","EBS","W166",2021,25,0,0,0,0
"1864","TANNER","EBS","W166",2021,35,0,2,2,0
"1865","TANNER","EBS","W166",2021,45,29,14,43,0
"1866","TANNER","EBS","W166",2021,55,87,14,101,0
"1867","TANNER","EBS","W166",2021,65,142,10,152,0.065789474
"1868","TANNER","EBS","W166",2021,75,164.5765,16,180.5765,0.088605126
"1869","TANNER","EBS","W166",2021,85,132.8588,28.8588,161.7176,0.178451899
"1870","TANNER","EBS","W166",2021,95,97,73,170,0.429411765
"1871","TANNER","EBS","W166",2021,105,71,73,144,0.506944444
"1872","TANNER","EBS","W166",2021,115,9,48,57,0.842105263
"1873","TANNER","EBS","W166",2021,125,0,29,29,1
"1874","TANNER","EBS","W166",2021,135,0,5,5,1
"1875","TANNER","EBS","W166",2021,145,0,1,1,1
"1876","TANNER","EBS","W166",2021,155,0,0,0,1
"1877","TANNER","EBS","W166",2021,165,0,0,0,1
"1878","TANNER","EBS","W166",2021,175,0,0,0,1
"1879","TANNER","EBS","W166",2021,185,0,0,0,1
"1880","TANNER","EBS","W166",2021,195,0,0,0,1
"1881","TANNER","EBS","W166",2022,5,0,0,0,0
"1882","TANNER","EBS","W166",2022,15,0,0,0,0
