"","SPECIES","DISTRICT","SIZE","YEAR","REGION","A_EST","A_SE","B_EST","B_SE","PROP_MATURE"
"2887","TANNER","ALL",213,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.996774507633753
"2888","TANNER","W166",213,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999841385919932
"2889","TANNER","E166",213,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999957481320581
"2890","TANNER","ALL",214,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.996936254651705
"2891","TANNER","W166",214,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999852435572971
"2892","TANNER","E166",214,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999962192889369
"2893","TANNER","ALL",215,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.997089914309793
"2894","TANNER","W166",215,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999862715571337
"2895","TANNER","E166",215,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.99996638237858
"2896","TANNER","ALL",216,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.997235888660179
"2897","TANNER","W166",216,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999872279510492
"2898","TANNER","E166",216,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999970107635142
"2899","TANNER","ALL",217,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.997374559994181
"2900","TANNER","W166",217,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999881177255652
"2901","TANNER","E166",217,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999973420097252
"2902","TANNER","ALL",218,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.997506291791296
"2903","TANNER","W166",218,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999889455201152
"2904","TANNER","E166",218,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999976365504231
"2905","TANNER","ALL",219,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.997631429624846
"2906","TANNER","W166",219,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999897156511816
"2907","TANNER","E166",219,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999978984527776
"2908","TANNER","ALL",220,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.997750302025991
"2909","TANNER","W166",220,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999904321347575
"2910","TANNER","E166",220,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999981313333319
"2911","TANNER","ALL",221,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.997863221307841
"2912","TANNER","W166",221,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999910987072476
"2913","TANNER","E166",221,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999983384079224
"2914","TANNER","ALL",222,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.997970484351326
"2915","TANNER","W166",222,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999917188449193
"2916","TANNER","E166",222,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999985225360703
"2917","TANNER","ALL",223,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.998072373354435
"2918","TANNER","W166",223,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999922957820006
"2919","TANNER","E166",223,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999986862604561
"2920","TANNER","ALL",224,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.998169156546388
"2921","TANNER","W166",224,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999928325275225
"2922","TANNER","E166",224,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999988318420224
"2923","TANNER","ALL",225,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.998261088868256
"2924","TANNER","W166",225,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999933318809895
"2925","TANNER","E166",225,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999989612911883
"2926","TANNER","ALL",226,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.998348412621485
"2927","TANNER","W166",226,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999937964469611
"2928","TANNER","E166",226,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999990763956063
"2929","TANNER","ALL",227,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.998431358085724
"2930","TANNER","W166",227,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999942286486206
"2931","TANNER","E166",227,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999991787448439
"2932","TANNER","ALL",228,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.998510144107336
"2933","TANNER","W166",228,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999946307403989
"2934","TANNER","E166",228,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999992697523317
"2935","TANNER","ALL",229,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.998584978659863
"2936","TANNER","W166",229,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999950048197222
"2937","TANNER","E166",229,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999993506748795
"2938","TANNER","ALL",230,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.998656059377741
"2939","TANNER","W166",230,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999953528379407
"2940","TANNER","E166",230,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999994226300299
"2941","TANNER","ALL",231,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.998723574064443
"2942","TANNER","W166",231,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.99995676610499
"2943","TANNER","E166",231,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999994866114906
"2944","TANNER","ALL",232,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.998787701176226
"2945","TANNER","W166",232,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999959778263977
"2946","TANNER","E166",232,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999995435028551
"2947","TANNER","ALL",233,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.998848610282597
"2948","TANNER","W166",233,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999962580569971
"2949","TANNER","E166",233,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999995940898046
"2950","TANNER","ALL",234,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.998906462504554
"2951","TANNER","W166",234,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999965187642087
"2952","TANNER","E166",234,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999996390709573
"2953","TANNER","ALL",235,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.998961410931649
"2954","TANNER","W166",235,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999967613081162
"2955","TANNER","E166",235,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999996790675158
"2956","TANNER","ALL",236,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.999013601018834
"2957","TANNER","W166",236,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999969869540662
"2958","TANNER","E166",236,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999997146318454
"2959","TANNER","ALL",237,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.99906317096405
"2960","TANNER","W166",237,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999971968792655
"2961","TANNER","E166",237,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999997462551021
"2962","TANNER","ALL",238,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.999110252067441
"2963","TANNER","W166",238,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999973921789195
"2964","TANNER","E166",238,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999997743740151
"2965","TANNER","ALL",239,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.999154969073079
"2966","TANNER","W166",239,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999975738719425
"2967","TANNER","E166",239,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999997993769179
"2968","TANNER","ALL",240,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.999197440494002
"2969","TANNER","W166",240,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999977429062713
"2970","TANNER","E166",240,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999998216091113
"2971","TANNER","ALL",241,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.999237778921369
"2972","TANNER","W166",241,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999979001638086
"2973","TANNER","E166",241,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999998413776318
"2974","TANNER","ALL",242,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.999276091318482
"2975","TANNER","W166",242,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999980464650221
"2976","TANNER","E166",242,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.99999858955492
"2977","TANNER","ALL",243,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.99931247930039
"2978","TANNER","W166",243,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999981825732232
"2979","TANNER","E166",243,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999998745854504
"2980","TANNER","ALL",244,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.999347039399778
"2981","TANNER","W166",244,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999983091985488
"2982","TANNER","E166",244,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999998884833647
"2983","TANNER","ALL",245,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.999379863319777
"2984","TANNER","W166",245,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999984270016643
"2985","TANNER","E166",245,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999999008411719
"2986","TANNER","ALL",246,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.99941103817434
"2987","TANNER","W166",246,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.9999853659721
"2988","TANNER","E166",246,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999999118295398
"2989","TANNER","ALL",247,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.99944064671678
"2990","TANNER","W166",247,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999986385570068
"2991","TANNER","E166",247,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999999216002235
"2992","TANNER","ALL",248,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.999468767557031
"2993","TANNER","W166",248,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999987334130394
"2994","TANNER","E166",248,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999999302881614
"2995","TANNER","ALL",249,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.999495475368185
"2996","TANNER","W166",249,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999988216602306
"2997","TANNER","E166",249,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999999380133387
"2998","TANNER","ALL",250,1993,"EBS",0.05160973,0.004994124,101.90779,2.1245472,0.99952084108283
"2999","TANNER","W166",250,1993,"EBS",0.07222026,0.006275929,91.8584,1.3664273,0.999989037590232
"3000","TANNER","E166",250,1993,"EBS",0.11745101,0.01506255,127.30023,1.2400514,0.999999448824444
"3001","TANNER","ALL",1,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0019624279946327
"3002","TANNER","W166",1,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.000390162138664063
"3003","TANNER","E166",1,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.00579750246685885
"3004","TANNER","ALL",2,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00209377428671931
"3005","TANNER","W166",2,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.000424227714446414
"3006","TANNER","E166",2,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.00613083863845797
"3007","TANNER","ALL",3,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00223389197523316
"3008","TANNER","W166",3,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.000461266228520075
"3009","TANNER","E166",3,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.00648321549760913
"3010","TANNER","ALL",4,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00238336409897547
"3011","TANNER","W166",4,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00050153688220166
"3012","TANNER","E166",4,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.00685570590691401
"3013","TANNER","ALL",5,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00254281207541587
"3014","TANNER","W166",5,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.000545321430198319
"3015","TANNER","E166",5,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.00724944143568849
"3016","TANNER","ALL",6,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00271289817493239
"3017","TANNER","W166",6,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.000592926134698144
"3018","TANNER","E166",6,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.00766561536581851
"3019","TANNER","ALL",7,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00289432814733677
"3020","TANNER","W166",7,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.000644683887254116
"3021","TANNER","E166",7,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.00810548582675895
"3022","TANNER","ALL",8,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00308785400904276
"3023","TANNER","W166",8,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.000700956512592914
"3024","TANNER","E166",8,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.00857037906212899
"3025","TANNER","ALL",9,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00329427699954674
"3026","TANNER","W166",9,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.000762137269619117
"3027","TANNER","E166",9,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.00906169282995695
"3028","TANNER","ALL",10,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00351445071618886
"3029","TANNER","W166",10,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.000828653566106976
"3030","TANNER","E166",10,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.00958089993814903
"3031","TANNER","ALL",11,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00374928443644588
"3032","TANNER","W166",11,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00090096990487997
"3033","TANNER","E166",11,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0101295519161906
"3034","TANNER","ALL",12,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00399974663726614
"3035","TANNER","W166",12,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.000979591080676881
"3036","TANNER","E166",12,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0107092828234245
"3037","TANNER","ALL",13,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00426686872118757
"3038","TANNER","W166",13,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00106506564839565
"3039","TANNER","E166",13,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0113218131934788
"3040","TANNER","ALL",14,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.004551748959172
"3041","TANNER","W166",14,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00115798968499608
"3042","TANNER","E166",14,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0119689541135221
"3043","TANNER","ALL",15,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00485555666023552
"3044","TANNER","W166",15,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00125901086903201
"3045","TANNER","E166",15,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.012652611435998
"3046","TANNER","ALL",16,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00517953657804373
"3047","TANNER","W166",16,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00136883290357503
"3048","TANNER","E166",16,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.013374790119314
"3049","TANNER","ALL",17,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0055250135646612
"3050","TANNER","W166",17,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00148822031018521
"3051","TANNER","E166",17,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0141375986926211
"3052","TANNER","ALL",18,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00589339748158227
"3053","TANNER","W166",18,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00161800362358
"3054","TANNER","E166",18,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0149432538383062
"3055","TANNER","ALL",19,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00628618837801034
"3056","TANNER","W166",19,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00175908501874703
"3057","TANNER","E166",19,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0157940850841009
"3058","TANNER","ALL",20,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00670498194607645
"3059","TANNER","W166",20,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00191244440443661
"3060","TANNER","E166",20,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0166925395947903
"3061","TANNER","ALL",21,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00715147526227666
"3062","TANNER","W166",21,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.0020791460192471
"3063","TANNER","E166",21,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0176411870513412
"3064","TANNER","ALL",22,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00762747282383789
"3065","TANNER","W166",22,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00226034556887174
"3066","TANNER","E166",22,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0186427246028621
"3067","TANNER","ALL",23,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00813489288796809
"3068","TANNER","W166",23,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00245729794549363
"3069","TANNER","E166",23,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0196999818741263
"3070","TANNER","ALL",24,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00867577412098149
"3071","TANNER","W166",24,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00267136557277783
"3072","TANNER","E166",24,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0208159260084161
"3073","TANNER","ALL",25,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00925228256308046
"3074","TANNER","W166",25,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00290402742239109
"3075","TANNER","E166",25,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0219936667221627
"3076","TANNER","ALL",26,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.00986671891308714
"3077","TANNER","W166",26,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00315688875044805
"3078","TANNER","E166",26,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0232364613442444
"3079","TANNER","ALL",27,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0105215261356117
"3080","TANNER","W166",27,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00343169160469844
"3081","TANNER","E166",27,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0245477198088371
"3082","TANNER","ALL",28,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0112192973909762
"3083","TANNER","W166",28,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00373032615558241
"3084","TANNER","E166",28,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0259310095663829
"3085","TANNER","ALL",29,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0119627842856347
"3086","TANNER","W166",29,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00405484290642892
"3087","TANNER","E166",29,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0273900603725252
"3088","TANNER","ALL",30,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0127549054377942
"3089","TANNER","W166",30,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00440746583997984
"3090","TANNER","E166",30,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.028928768909745
"3091","TANNER","ALL",31,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0135987553493812
"3092","TANNER","W166",31,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00479060655999868
"3093","TANNER","E166",31,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0305512031909166
"3094","TANNER","ALL",32,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0144976135713643
"3095","TANNER","W166",32,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00520687948785703
"3096","TANNER","E166",32,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0322616066880679
"3097","TANNER","ALL",33,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0154549541446599
"3098","TANNER","W166",33,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00565911817455163
"3099","TANNER","E166",33,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0340644021232894
"3100","TANNER","ALL",34,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0164744552933496
"3101","TANNER","W166",34,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00615039278843339
"3102","TANNER","E166",34,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0359641948519903
"3103","TANNER","ALL",35,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0175600093406456
"3104","TANNER","W166",35,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00668402883783951
"3105","TANNER","E166",35,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0379657757615665
"3106","TANNER","ALL",36,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0187157328108793
"3107","TANNER","W166",36,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00726362718559086
"3108","TANNER","E166",36,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0400741236010498
"3109","TANNER","ALL",37,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0199459766726735
"3110","TANNER","W166",37,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00789308540869125
"3111","TANNER","E166",37,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0422944066494911
"3112","TANNER","ALL",38,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0212553366693089
"3113","TANNER","W166",38,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00857662055124129
"3114","TANNER","E166",38,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0446319836227407
"3115","TANNER","ALL",39,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0226486636720231
"3116","TANNER","W166",39,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.00931879331120776
"3117","TANNER","E166",39,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0470924037099989
"3118","TANNER","ALL",40,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0241310739805077
"3119","TANNER","W166",40,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.0101245336918657
"3120","TANNER","E166",40,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0496814056231058
"3121","TANNER","ALL",41,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0257079594821096
"3122","TANNER","W166",41,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.0109991681359925
"3123","TANNER","E166",41,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.052404915533131
"3124","TANNER","ALL",42,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.027384997567133
"3125","TANNER","W166",42,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.0119484481447091
"3126","TANNER","E166",42,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0552690437605379
"3127","TANNER","ALL",43,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0291681606821077
"3128","TANNER","W166",43,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.0129785803626438
"3129","TANNER","E166",43,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0582800800772072
"3130","TANNER","ALL",44,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0310637253858929
"3131","TANNER","W166",44,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.0140962580861503
"3132","TANNER","E166",44,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0614444874710735
"3133","TANNER","ALL",45,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0330782807550017
"3134","TANNER","W166",45,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.0153086941209145
"3135","TANNER","E166",45,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0647688942173061
"3136","TANNER","ALL",46,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0352187359645467
"3137","TANNER","W166",46,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.0166236548785887
"3138","TANNER","E166",46,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0682600840940727
"3139","TANNER","ALL",47,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0374923268497658
"3140","TANNER","W166",47,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.0180494955582107
"3141","TANNER","E166",47,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0719249845762672
"3142","TANNER","ALL",48,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0399066212302562
"3143","TANNER","W166",48,1994,"EBS",0.08374206,0.011848004,94.72301,1.9187794,0.0195951962061155
"3144","TANNER","E166",48,1994,"EBS",0.05623967,0.008718841,92.47482,3.126593,0.0757706528374769
"3145","TANNER","ALL",49,1994,"EBS",0.06491745,0.005160221,96.99281,1.3902952,0.0424695227549536
