"","SPECIES","SIZE","YEAR","REGION","DISTRICT","A_EST","A_SE","B_EST","B_SE","PROP_MATURE"
"259","SNOW",91,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.624437923473088
"260","SNOW",96,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.709531117018278
"261","SNOW",101,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.782072949873371
"262","SNOW",106,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.840568943903729
"263","SNOW",111,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.885659036365574
"264","SNOW",116,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.919222288788308
"265","SNOW",121,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.943561321727124
"266","SNOW",126,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.960878899062342
"267","SNOW",131,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.973034628053501
"268","SNOW",136,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.981486097234902
"269","SNOW",141,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.987323221985691
"270","SNOW",146,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.991336243746349
"271","SNOW",151,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.994086492921321
"272","SNOW",156,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.995967246176282
"273","SNOW",161,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.997251491671719
"274","SNOW",166,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.998127533288135
"275","SNOW",171,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.998724708187266
"276","SNOW",176,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.99913159527605
"277","SNOW",181,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.999408740223375
"278","SNOW",186,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.999597472043804
"279","SNOW",191,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.999725976642551
"280","SNOW",196,1995,"EBS","ALL",0.07693595,0.002598262,84.39154,0.4984764,0.999813464586269
"281","SNOW",1,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.00109094821440525
"282","SNOW",6,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.00161254485584188
"283","SNOW",11,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.00238292877961289
"284","SNOW",16,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.00352006150259864
"285","SNOW",21,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.00519700669969631
"286","SNOW",26,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.0076666963328299
"287","SNOW",31,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.0112966893139285
"288","SNOW",36,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.0166166152494259
"289","SNOW",41,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.0243800653292841
"290","SNOW",46,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.0356392239581797
"291","SNOW",51,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.0518218763293822
"292","SNOW",56,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.0747827490099013
"293","SNOW",61,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.106771375495014
"294","SNOW",66,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.150221603404158
"295","SNOW",71,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.207251104689488
"296","SNOW",76,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.278827158757146
"297","SNOW",81,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.363779312718927
"298","SNOW",86,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.458170635302473
"299","SNOW",91,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.555663121589104
"300","SNOW",96,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.649050424165358
"301","SNOW",101,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.732267297606185
"302","SNOW",106,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.801778160115546
"303","SNOW",111,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.856771967061049
"304","SNOW",116,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.898441120956031
"305","SNOW",121,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.92899223244253
"306","SNOW",126,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.950855620870514
"307","SNOW",131,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.966231936107428
"308","SNOW",136,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.976914108342061
"309","SNOW",141,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.984272092668127
"310","SNOW",146,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.989310585338857
"311","SNOW",151,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.992746872786537
"312","SNOW",156,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.995083998484993
"313","SNOW",161,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.996670573744331
"314","SNOW",166,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.997746262287537
"315","SNOW",171,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.998474943506783
"316","SNOW",176,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.998968270250287
"317","SNOW",181,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.999302126721566
"318","SNOW",186,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.999528001931145
"319","SNOW",191,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.999680793223199
"320","SNOW",196,1996,"EBS","ALL",0.07825773,0.007873234,88.14304,1.4599727,0.999784134869846
"321","SNOW",1,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.000234080572148534
"322","SNOW",6,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.000365535622579569
"323","SNOW",11,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.000570771101030623
"324","SNOW",16,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.000891136403217297
"325","SNOW",21,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.00139106768970949
"326","SNOW",26,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.0021708531514461
"327","SNOW",31,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.00338627767254563
"328","SNOW",36,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.00527859825900592
"329","SNOW",41,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.00821966437892359
"330","SNOW",46,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.0127783478871304
"331","SNOW",51,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.0198147967311632
"332","SNOW",56,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.0306057729522308
"333","SNOW",61,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.0469916889880163
"334","SNOW",66,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.0715033136570235
"335","SNOW",71,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.107360241731038
"336","SNOW",76,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.158135965419515
"337","SNOW",81,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.226823798701015
"338","SNOW",86,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.314211354900371
"339","SNOW",91,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.417103859745529
"340","SNOW",96,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.52776044301498
"341","SNOW",101,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.635754856581041
"342","SNOW",106,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.731611834558863
"343","SNOW",111,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.809789907842572
"344","SNOW",116,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.869264980468961
"345","SNOW",121,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.912160552534408
"346","SNOW",126,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.941921980721047
"347","SNOW",131,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.962019616223931
"348","SNOW",136,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.97534459953117
"349","SNOW",141,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.984072066351933
"350","SNOW",146,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.989742692064902
"351","SNOW",151,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.993407998482944
"352","SNOW",156,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.995769157357521
"353","SNOW",161,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.997286893322845
"354","SNOW",166,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.998261120562351
"355","SNOW",171,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.998885911326278
"356","SNOW",176,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.99928637116171
"357","SNOW",181,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.99954295133495
"358","SNOW",186,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.999707306952463
"359","SNOW",191,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.999812571042567
"360","SNOW",196,1997,"EBS","ALL",0.08916597,0.010733283,94.75338,1.5332163,0.99987998251365
"361","SNOW",1,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.00178536520538557
"362","SNOW",6,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.00255697789017178
"363","SNOW",11,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.0036608489926892
"364","SNOW",16,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.00523876855961028
"365","SNOW",21,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.00749169782305222
"366","SNOW",26,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.0107030734514672
"367","SNOW",31,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.0152698518238641
"368","SNOW",36,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.0217423549487162
"369","SNOW",41,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.03087237539254
"370","SNOW",46,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.0436651347653066
"371","SNOW",51,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.0614229258434512
"372","SNOW",56,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.0857548994673882
"373","SNOW",61,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.118508661316144
"374","SNOW",66,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.161561849652384
"375","SNOW",71,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.216415891288124
"376","SNOW",76,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.283594676659414
"377","SNOW",81,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.361993150927481
"378","SNOW",86,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.448496482777208
"379","SNOW",91,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.538232467133472
"380","SNOW",96,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.625557575897848
"381","SNOW",101,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.705407306425286
"382","SNOW",106,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.774370824160172
"383","SNOW",111,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.831056630521264
"384","SNOW",116,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.875785438533539
"385","SNOW",121,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.909955120502851
"386","SNOW",126,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.93541834247163
"387","SNOW",131,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.954044631265057
"388","SNOW",136,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.967485557535985
"389","SNOW",141,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.97708971353529
"390","SNOW",146,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.98390417872889
"391","SNOW",151,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.988715150215449
"392","SNOW",156,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.992099689420533
"393","SNOW",161,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.994474814067901
"394","SNOW",166,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.996138667815081
"395","SNOW",171,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.997302827802763
"396","SNOW",176,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.998116666684694
"397","SNOW",181,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.998685263317376
"398","SNOW",186,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.999082352925241
"399","SNOW",191,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.999359586560934
"400","SNOW",196,1998,"EBS","ALL",0.07199527,0.008004203,88.87168,1.7535492,0.999553101617459
"401","SNOW",1,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.00498723668418754
"402","SNOW",6,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.00687984914911236
"403","SNOW",11,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.00948384567953631
"404","SNOW",16,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.0130604832931675
"405","SNOW",21,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.017961516864785
"406","SNOW",26,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.0246557504266057
"407","SNOW",31,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.0337591486859135
"408","SNOW",36,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.0460649588489979
"409","SNOW",41,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.0625659986476313
"410","SNOW",46,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.0844546087021493
"411","SNOW",51,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.113077209369885
"412","SNOW",56,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.149813005952741
"413","SNOW",61,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.195847949447797
"414","SNOW",66,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.251838448346587
"415","SNOW",71,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.317515651967464
"416","SNOW",76,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.391361257339885
"417","SNOW",81,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.47054036597835
"418","SNOW",86,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.551230453506818
"419","SNOW",91,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.629310997002113
"420","SNOW",96,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.701171100586776
"421","SNOW",101,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.7643178067087
"422","SNOW",106,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.817592085425337
"423","SNOW",111,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.861013900114506
"424","SNOW",116,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.895421387590363
"425","SNOW",121,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.922081774120666
"426","SNOW",126,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.942382921839173
"427","SNOW",131,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.957637724915988
"428","SNOW",136,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.96898655664126
"429","SNOW",141,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.977366898646249
"430","SNOW",146,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.98352124512373
"431","SNOW",151,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.988022622365123
"432","SNOW",156,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.991305262560493
"433","SNOW",161,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.993693971614433
"434","SNOW",166,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.995429455308694
"435","SNOW",171,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.996688907578581
"436","SNOW",176,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.997602143120617
"437","SNOW",181,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.998263937034256
"438","SNOW",186,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.998743309940654
"439","SNOW",191,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.999090435913578
"440","SNOW",196,1999,"EBS","ALL",0.06472373,0.006686044,82.82275,1.8111555,0.999341741105137
"441","SNOW",1,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.00152668192263191
"442","SNOW",6,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.00224119127653565
"443","SNOW",11,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.0032889998788088
"444","SNOW",16,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.00482431454637957
"445","SNOW",21,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.00707123394547924
"446","SNOW",26,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.0103537659335613
"447","SNOW",31,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.0151368500175446
"448","SNOW",36,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.0220802551725352
"449","SNOW",41,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.0321048353371725
"450","SNOW",46,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.0464643957643115
"451","SNOW",51,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.0668032872392976
"452","SNOW",56,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.095156678047864
"453","SNOW",61,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.133818469700666
"454","SNOW",66,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.1849771828095
"455","SNOW",71,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.250047883164103
"456","SNOW",76,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.328775120681908
"457","SNOW",81,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.418458764556281
"458","SNOW",86,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.513877228073413
"459","SNOW",91,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.608294741641951
"460","SNOW",96,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.695249331982341
"461","SNOW",101,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.770193347855834
"462","SNOW",106,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.83118233667154
"463","SNOW",111,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.878537889697499
"464","SNOW",116,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.913984285500886
"465","SNOW",121,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.939795209962335
"466","SNOW",126,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.958215080745812
"467","SNOW",131,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.971172196520858
"468","SNOW",136,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.980194477236998
"469","SNOW",141,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.98643248928602
"470","SNOW",146,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.990724349233108
"471","SNOW",151,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.99366726548516
"472","SNOW",156,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.995680543884416
"473","SNOW",161,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.997055665164862
"474","SNOW",166,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.997993891484319
"475","SNOW",171,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.998633557250358
"476","SNOW",176,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.999069450005914
"477","SNOW",181,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.99936638198857
"478","SNOW",186,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.99956860596838
"479","SNOW",191,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.999706307603113
"480","SNOW",196,2000,"EBS","ALL",0.07692534,0.00809458,85.27822,1.5533928,0.999800063457335
"481","SNOW",1,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.000583525435611487
"482","SNOW",6,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.000896001453225979
"483","SNOW",11,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.00137557707632731
"484","SNOW",16,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.00211129822087791
"485","SNOW",21,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.00323924008690293
"486","SNOW",26,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.00496677535805922
"487","SNOW",31,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.00760859833468058
"488","SNOW",36,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.0116391675810186
"489","SNOW",41,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.0177666601742071
"490","SNOW",46,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.027031771818307
"491","SNOW",51,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.0409272112159981
"492","SNOW",56,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.061513886117652
"493","SNOW",61,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.0914682082353629
"494","SNOW",66,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.133927302184748
"495","SNOW",71,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.19193200787604
"496","SNOW",76,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.267305170106017
"497","SNOW",81,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.359123226161862
"498","SNOW",86,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.462568931553291
"499","SNOW",91,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.569340711174378
"500","SNOW",96,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.670031709851193
"501","SNOW",101,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.757219454258149
"502","SNOW",106,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.827307212049371
"503","SNOW",111,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.880358409464235
"504","SNOW",116,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.918713567903669
"505","SNOW",121,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.945533422509781
"506","SNOW",126,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.963852437123735
"507","SNOW",131,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.97616543832504
"508","SNOW",136,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.984352333268806
"509","SNOW",141,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.9897566336744
"510","SNOW",146,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.993307119026537
"511","SNOW",151,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.99563239011153
"512","SNOW",156,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.997152121140991
"513","SNOW",161,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.998144040125728
"514","SNOW",166,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.998790891683913
"515","SNOW",171,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.999212476080844
"516","SNOW",176,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.999487140521337
"517","SNOW",181,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.999666042358015
"518","SNOW",186,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.999782551072823
"519","SNOW",191,2001,"EBS","ALL",0.08583334,0.006151863,87.74763,0.9483285,0.99985841883077
