"","YEAR","SPECIES","DISTRICT","SIZE_5MM","PROP_MATURE_mean","PROP_MATURE_lo","PROP_MATURE_hi"
"80",1991,"SNOW","ALL",132.5,0.969071061486274,0.922546706448974,0.990360252782402
"81",1991,"SNOW","ALL",137.5,0.973087069863637,0.88916168984071,0.996905159578321
"82",1991,"SNOW","ALL",142.5,0.982683665144415,0.895068832456209,0.999557264611135
"83",1992,"SNOW","ALL",12.5,0.000754977286926914,4.65792199338907e-06,0.00556339887659239
"84",1992,"SNOW","ALL",17.5,6.58035328715402e-05,9.17518290319276e-07,0.000491255014110389
"85",1992,"SNOW","ALL",22.5,0.000108833188683119,5.16457985219734e-06,0.000608442698765956
"86",1992,"SNOW","ALL",27.5,0.000574626130416548,6.33210107747501e-05,0.00257281647004649
"87",1992,"SNOW","ALL",32.5,0.00317822318555037,0.000748517267375689,0.00980558058664346
"88",1992,"SNOW","ALL",37.5,0.0128463170316966,0.00509740012355886,0.0291724008720475
"89",1992,"SNOW","ALL",42.5,0.0434747309818136,0.0228404188604485,0.0810681976339369
"90",1992,"SNOW","ALL",47.5,0.120343970334531,0.0762932058106789,0.181657391144943
"91",1992,"SNOW","ALL",52.5,0.171996474663603,0.130938376270126,0.221617449820369
"92",1992,"SNOW","ALL",57.5,0.257101263899239,0.208120941339811,0.310539844767447
"93",1992,"SNOW","ALL",62.5,0.303989613906354,0.258942093761,0.350816783567479
"94",1992,"SNOW","ALL",67.5,0.34174259690143,0.289192546527401,0.39828445342474
"95",1992,"SNOW","ALL",72.5,0.392318823294233,0.351695829094987,0.429766080250473
"96",1992,"SNOW","ALL",77.5,0.427318233694462,0.376333194204089,0.473597627279176
"97",1992,"SNOW","ALL",82.5,0.443265243851591,0.395785776130883,0.486593788605134
"98",1992,"SNOW","ALL",87.5,0.449171840701153,0.413783607288866,0.481943715375147
"99",1992,"SNOW","ALL",92.5,0.507192593619103,0.476365465466406,0.537753269337567
"100",1992,"SNOW","ALL",97.5,0.622295245166485,0.587259202943472,0.656874034736697
"101",1992,"SNOW","ALL",102.5,0.786147892100267,0.753983989756967,0.815227513773896
"102",1992,"SNOW","ALL",107.5,0.901853530673019,0.879722977604635,0.921025210388775
"103",1992,"SNOW","ALL",112.5,0.943394096911734,0.929141604313235,0.955702888022453
"104",1992,"SNOW","ALL",117.5,0.95753580506634,0.943803028802635,0.968703113000509
"105",1992,"SNOW","ALL",122.5,0.968759531217128,0.955799144222532,0.978480936993555
"106",1992,"SNOW","ALL",127.5,0.981087040384285,0.968114858023319,0.989818196150969
"107",1992,"SNOW","ALL",132.5,0.98493051005718,0.965707730272908,0.995742945886063
"108",1992,"SNOW","ALL",137.5,0.976763099185227,0.923596361989347,0.997812969337693
"109",1992,"SNOW","ALL",142.5,0.978368258145037,0.876770357779203,0.999580639986651
"110",1993,"SNOW","ALL",12.5,1.30746398560518e-05,7.22687812799735e-08,9.23185556128464e-05
"111",1993,"SNOW","ALL",17.5,5.14518946533121e-05,7.97808804238035e-07,0.000376076863055293
"112",1993,"SNOW","ALL",22.5,0.000263378836168272,1.3370052741142e-05,0.00129810045028769
"113",1993,"SNOW","ALL",27.5,0.000479147621765652,5.23932865439665e-05,0.00214599944294021
"114",1993,"SNOW","ALL",32.5,0.0018998436879642,0.000412188414013045,0.00611341287697938
