"","SPECIES","REGION","DISTRICT","YEAR","SIZE_BIN","NUM_IMMATURE","NUM_MATURE","TOTAL_CRAB","PROP_MATURE","PROP_MATURE_SD","LOGIT","LOGIT_SD","N_CHELA"
"48","TANNER","EBS","ALL",1991,87.5,519.464817801168,138.493982198832,657.9588,0.210490356233296,0.0177656025401814,-1.32527611706606,0.106924234842796,140
"49","TANNER","EBS","ALL",1991,92.5,418.545912395984,163.105987604016,581.6519,0.280418558942241,0.020907345622627,-0.944746593479428,0.103785378317916,122
"50","TANNER","EBS","ALL",1991,97.5,352.75408420352,169.32911579648,522.0832,0.324333584755227,0.0230881928276064,-0.735887444414435,0.10568009408688,142
"51","TANNER","EBS","ALL",1991,102.5,418.686180126537,181.015419873463,599.7016,0.301842482783877,0.0199793322677347,-0.840332178571122,0.0951175009733631,164
"52","TANNER","EBS","ALL",1991,107.5,318.683141269621,158.808058730379,477.4912,0.332588451327227,0.0257985195904419,-0.698767729993079,0.116530521683647,94
"53","TANNER","EBS","ALL",1991,112.5,269.709103207485,206.629896792515,476.339,0.433787484947726,0.0295146031668269,-0.267384297943378,0.120643539674431,97
"54","TANNER","EBS","ALL",1991,117.5,242.69272436387,217.27237563613,459.9651,0.472367089668608,0.0329014550089412,-0.111138816490657,0.132625416235655,81
"55","TANNER","EBS","ALL",1991,122.5,244.247684521284,257.390315478716,501.638,0.513099716286876,0.0346705679963992,0.0526669855168571,0.139434666178493,68
"56","TANNER","EBS","ALL",1991,127.5,175.821095286713,306.739804713287,482.5609,0.635649934989112,0.03306793064464,0.559326008571583,0.143573132144616,75
"57","TANNER","EBS","ALL",1991,132.5,110.849200552967,282.667099447033,393.5163,0.718311031708299,0.0325665202627094,0.941767059160618,0.161598817838603,63
"58","TANNER","EBS","ALL",1991,137.5,47.4062819987414,246.468118001259,293.8744,0.838685227434777,0.0264057237063714,1.6612757560876,0.194910042026524,55
"59","TANNER","EBS","ALL",1991,142.5,23.206239879436,190.333160120564,213.5394,0.891325723124463,0.0260550460600317,2.13185941832733,0.265489946399091,32
"60","TANNER","EBS","ALL",1991,147.5,4.65756749900704,123.325732500993,127.9833,0.963608005896027,0.0160365298751724,3.3643371746185,0.434587199867411,32
"61","TANNER","EBS","ALL",1991,152.5,1.73767932693364,112.887720673066,114.6254,0.984840364117084,0.00773450810352875,4.39931283889912,0.686832898754804,29
"62","TANNER","EBS","ALL",1991,157.5,0.486301905962179,80.5790980940378,81.0654,0.994001116309027,0.00306065494437387,5.49621317099913,0.880921119276462,25
"63","TANNER","EBS","ALL",1991,162.5,0.218632043361652,53.2148679566383,53.4335,0.995908333847462,0.00208758477170316,6.12365118603096,1.13182456734855,19
"64","TANNER","EBS","ALL",1991,167.5,0.121391515296963,55.023108484703,55.1445,0.99779866504734,0.00112313007788779,7.02944758825252,1.35285567847718,25
"65","TANNER","EBS","ALL",1991,172.5,0.0276600891543701,22.9723399108456,23,0.998797387428071,0.000613577842820973,7.96110424025295,1.59300862008767,13
"66","TANNER","EBS","ALL",1991,177.5,0.00300779695640507,5.99699220304359,6,0.999498700507266,0.000255765047313338,9.25333251430654,1.84895297308509,4
"67","TANNER","EBS","ALL",1991,182.5,0.00058501273610978,1.99941498726389,2,0.999707493631945,0.000149237942885148,10.2041683710127,1.99639821129198,1
"68","TANNER","EBS","ALL",1992,22.5,108.931297349731,0.0641026502692631,108.9954,0.000588122528742158,0.00116909666875778,-8.43293834700012,1.44486990751763,4
"69","TANNER","EBS","ALL",1992,27.5,116.901831554552,0.0935684454477784,116.9954,0.00079976174659669,0.00129987484768005,-7.88480539531564,1.25490042150441,1
"70","TANNER","EBS","ALL",1992,32.5,202.144633752432,0.357966247568221,202.5026,0.00176771185934512,0.00234646073542679,-6.9289984055147,1.10319729704891,10
"71","TANNER","EBS","ALL",1992,37.5,113.932154923937,0.172045076062529,114.1042,0.00150778916168317,0.00152175581680175,-6.89071897201739,0.904756694393798,14
"72","TANNER","EBS","ALL",1992,42.5,246.21486958939,0.551330410609511,246.7662,0.00223422174758744,0.0016892113153275,-6.33620131456489,0.688996186949986,26
"73","TANNER","EBS","ALL",1992,47.5,206.926567427504,0.611032572495984,207.5376,0.0029442017855848,0.00180304879456089,-5.98220620108851,0.561789607729409,18
"74","TANNER","EBS","ALL",1992,52.5,162.850423071146,1.14957692885368,164,0.00700961541983954,0.00398664695582041,-5.08694368351544,0.512764386418143,18
"75","TANNER","EBS","ALL",1992,57.5,244.384166849291,2.94933315070918,247.3335,0.0119245195281237,0.00445057267466916,-4.47929921847693,0.352759870967869,46
"76","TANNER","EBS","ALL",1992,62.5,202.469791160661,4.68330883933902,207.1531,0.022607959230825,0.00624521118601864,-3.80485765581697,0.286123384158155,43
"77","TANNER","EBS","ALL",1992,67.5,192.898790382563,6.33520961743665,199.234,0.0317978337906012,0.00832110098734772,-3.45035436519379,0.27284556263598,18
"78","TANNER","EBS","ALL",1992,72.5,235.606623159319,11.5751768406814,247.1818,0.0468285967683762,0.0102014028573948,-3.03741606604723,0.232883430927827,42
"79","TANNER","EBS","ALL",1992,77.5,208.744718429609,16.8054815703911,225.5502,0.0745088302754381,0.0142791111791157,-2.53788200380756,0.209889945222338,42
"80","TANNER","EBS","ALL",1992,82.5,209.799723589014,33.0451764109859,242.8449,0.136075233249642,0.0205318302906831,-1.85954102022604,0.176687045066914,42
"81","TANNER","EBS","ALL",1992,87.5,166.30037156349,55.0187284365097,221.3191,0.248594578762112,0.0286452189835265,-1.11220960093965,0.155699904267609,43
"82","TANNER","EBS","ALL",1992,92.5,192.172320634501,83.3697793654991,275.5421,0.302566393177301,0.0280540104880012,-0.838695932929316,0.134495521207364,55
"83","TANNER","EBS","ALL",1992,97.5,210.781425286018,94.3965747139822,305.178,0.309316447168479,0.0334310392374416,-0.808077091069684,0.157940098388625,58
"84","TANNER","EBS","ALL",1992,102.5,239.79702658066,103.72497341934,343.522,0.301945649534352,0.0368474569300354,-0.844135242017486,0.175832731436885,51
"85","TANNER","EBS","ALL",1992,107.5,203.886725735724,115.247574264276,319.1343,0.361125627249331,0.0475843807675637,-0.576432832734093,0.208042339338188,38
"86","TANNER","EBS","ALL",1992,112.5,201.169510358856,143.203589641144,344.3731,0.415838489246528,0.0572974668765674,-0.344649482968495,0.238855206327249,37
"87","TANNER","EBS","ALL",1992,117.5,145.438312606406,137.309087393594,282.7474,0.485624580079582,0.0645138761315035,-0.0584764292175018,0.262039694334548,20
"88","TANNER","EBS","ALL",1992,122.5,156.991734218693,262.172265781307,419.164,0.625464652931327,0.0630371836862241,0.522393165565507,0.27481674608208,45
"89","TANNER","EBS","ALL",1992,127.5,130.444662205322,277.802037794678,408.2467,0.68047589311727,0.0620682169806512,0.771214759560299,0.291389994496131,30
"90","TANNER","EBS","ALL",1992,132.5,84.9685057533355,244.977594246664,329.9461,0.742477617546213,0.0639307278155783,1.08667031398825,0.340917695661663,21
"91","TANNER","EBS","ALL",1992,137.5,32.5186466363494,204.848053363651,237.3667,0.863002490929227,0.0426180452077347,1.88724608947451,0.361260868572747,12
"92","TANNER","EBS","ALL",1992,142.5,17.205271589901,197.018728410099,214.224,0.919685602033848,0.0358059193918007,2.5343063369412,0.483902707024737,9
"93","TANNER","EBS","ALL",1992,147.5,5.97644341257217,192.487956587428,198.4644,0.969886572037241,0.0153639938585504,3.67989995033224,0.67363306461419,8
"94","TANNER","EBS","ALL",1992,152.5,2.15793877468136,157.731161225319,159.8891,0.986503527916028,0.00688595514488349,4.6474118628011,0.865207344148391,5
"95","TANNER","EBS","ALL",1992,157.5,0.424398206989949,70.6283017930101,71.0527,0.994026993949703,0.00304745206647814,5.66918420274581,1.06842807815069,1
"96","TANNER","EBS","ALL",1992,162.5,0.0273670938662178,17.2102329061338,17.2376,0.998412360545191,0.000810020130004647,7.23099908402234,1.24028159551244,1
"97","TANNER","EBS","ALL",1992,167.5,0.00393963872705783,5.99606036127294,6,0.99934339354549,0.000335003293117143,8.46443975796324,1.46915893313321,1
"98","TANNER","EBS","ALL",1993,27.5,63.6953409586627,0.0505590413373075,63.7459,0.000793134010772576,0.00148083603989579,-8.01793351845634,1.32697437778622,1
"99","TANNER","EBS","ALL",1993,32.5,102.565903856692,0.144896143308436,102.7108,0.00141071964494908,0.00209680385921501,-7.22063058375595,1.14605126391168,9
"100","TANNER","EBS","ALL",1993,37.5,81.3191119661628,0.369288033837229,81.6884,0.00452069123446204,0.00476973799515015,-5.81660226660853,0.934273307403291,10
"101","TANNER","EBS","ALL",1993,42.5,126.958478439419,0.567421560580497,127.5259,0.0044494613296632,0.0036582549264426,-5.68676108140431,0.750107414164487,5
"102","TANNER","EBS","ALL",1993,47.5,191.468047186239,1.55135281376141,193.0194,0.00803728958727159,0.00548137521402126,-5.01045398786421,0.628316337247541,7
"103","TANNER","EBS","ALL",1993,52.5,139.071966874866,2.24203312513364,141.314,0.0158656122191265,0.00814216439902267,-4.24737387387649,0.497474708393141,8
"104","TANNER","EBS","ALL",1993,57.5,168.953860178358,5.3414398216415,174.2953,0.0306459200084081,0.0127705063081513,-3.53636766005207,0.419619192395795,17
"105","TANNER","EBS","ALL",1993,62.5,162.892499282183,6.52330071781692,169.4158,0.0385046773548684,0.0122447726811619,-3.26285495915511,0.31106777296988,13
"106","TANNER","EBS","ALL",1993,67.5,111.160752533164,4.41964746683626,115.5804,0.0382387279057371,0.0124073982116639,-3.26709547094997,0.295132014164428,7
"107","TANNER","EBS","ALL",1993,72.5,121.459038715974,6.66436128402635,128.1234,0.0520151766502165,0.0123569007830357,-2.93022982171302,0.247560268850396,20
"108","TANNER","EBS","ALL",1993,77.5,126.847935080412,17.3371649195877,144.1851,0.120242417001394,0.0217035830603047,-2.00616183247207,0.206116026084007,22
"109","TANNER","EBS","ALL",1993,82.5,119.745342060433,35.8621579395669,155.6075,0.230465484887084,0.0254695503814187,-1.2112793282966,0.144294105637429,40
"110","TANNER","EBS","ALL",1993,87.5,117.116653317851,48.6404466821493,165.7571,0.293444122044542,0.0313546973108474,-0.883413384661167,0.151426966726684,31
"111","TANNER","EBS","ALL",1993,92.5,107.255945421074,69.5068545789258,176.7628,0.393221054310782,0.0315388534249216,-0.435649842282111,0.132571833055949,56
"112","TANNER","EBS","ALL",1993,97.5,133.990952606221,97.572747393779,231.5637,0.421364606774633,0.0339364162542191,-0.318697332903738,0.139783650447552,54
"113","TANNER","EBS","ALL",1993,102.5,107.844249174039,66.279550825961,174.1238,0.380646131235138,0.0386485247314816,-0.489975258896055,0.1645929167644,44
"114","TANNER","EBS","ALL",1993,107.5,88.1767565396732,64.6858434603268,152.8626,0.423163307835447,0.0401206390831093,-0.31185581005563,0.165296101197459,28
"115","TANNER","EBS","ALL",1993,112.5,90.8484042842104,96.4024957157896,187.2509,0.514830613448531,0.0392832603692295,0.0597291708022019,0.158293457232909,30
"116","TANNER","EBS","ALL",1993,117.5,88.0528189160594,97.0188810839406,185.0717,0.524223212322255,0.042510264449234,0.0977283619909842,0.17186039369132,29
"117","TANNER","EBS","ALL",1993,122.5,109.936525033274,134.438874966726,244.3754,0.550132603227353,0.0509595796312569,0.203372934715536,0.208314445110491,27
"118","TANNER","EBS","ALL",1993,127.5,87.3437701428977,149.774429857102,237.1182,0.631644596901892,0.0507274772218638,0.545669226556596,0.220783200397689,34
"119","TANNER","EBS","ALL",1993,132.5,63.6484333120757,154.324866687924,217.9733,0.707998946145809,0.0416530292857029,0.894193235408498,0.203006771922425,39
"120","TANNER","EBS","ALL",1993,137.5,33.4994572744804,130.24864272552,163.7481,0.795420787939033,0.0409489191508589,1.37683766463018,0.254204573646924,34
"121","TANNER","EBS","ALL",1993,142.5,12.5880713576744,84.3299286423257,96.918,0.870116269860353,0.0380232396887056,1.94421822769514,0.340400539569903,8
