"","YEAR","SPECIES","DISTRICT","SIZE_5MM","PROP_MATURE_mean","VAR_total","PROP_MATURE_sd","PROP_MATURE_lo","PROP_MATURE_hi"
"1",1989,"SNOW","ALL",17.5,4.39468928788643e-05,2.10622391643262e-08,0.000145128354101899,-0.000240504681160858,0.000328398466918586
"2",1989,"SNOW","ALL",22.5,0.000895384981800108,3.42099788909632e-06,0.00184959397952532,-0.00272981921806953,0.00452058918166974
"3",1989,"SNOW","ALL",27.5,0.00235596500850476,1.18986176187312e-05,0.00344943729015781,-0.00440493208020454,0.00911686209721406
"4",1989,"SNOW","ALL",32.5,0.0033805393495477,8.1669251990115e-06,0.00285778326662669,-0.0022207158530406,0.00898179455213601
"5",1989,"SNOW","ALL",37.5,0.0127485769815222,2.71680608300977e-05,0.00521229899661346,0.00253247094815979,0.0229646830148846
"6",1989,"SNOW","ALL",42.5,0.0312166097510989,6.63887900704923e-05,0.00814793164370518,0.0152466637294368,0.0471865557727611
"7",1989,"SNOW","ALL",47.5,0.0580483883506886,0.000173307061544585,0.0131646139914767,0.0322457449273942,0.083851031773983
"8",1989,"SNOW","ALL",52.5,0.131802140596037,0.000565290915169107,0.02377584730707,0.0852014798741795,0.178402801317894
"9",1989,"SNOW","ALL",57.5,0.228820052305583,0.000944711216557797,0.0307361548759404,0.16857718874874,0.289062915862426
"10",1989,"SNOW","ALL",62.5,0.291768314489953,0.00118567493793106,0.0344336309141377,0.224278397898243,0.359258231081663
"11",1989,"SNOW","ALL",67.5,0.315915761422732,0.00130620228885964,0.0361414206812576,0.245078576887467,0.386752945957997
"12",1989,"SNOW","ALL",72.5,0.351174423428162,0.00129531623597781,0.0359905020245316,0.28063303946008,0.421715807396244
"13",1989,"SNOW","ALL",77.5,0.37733681352546,0.00116293184495325,0.0341017865360929,0.310497311914718,0.444176315136202
"14",1989,"SNOW","ALL",82.5,0.371570371388759,0.000843807398677187,0.0290483630980678,0.314635579716547,0.428505163060972
"15",1989,"SNOW","ALL",87.5,0.366457074509169,0.000916829079475637,0.0302791855814458,0.307109870769535,0.425804278248802
"16",1989,"SNOW","ALL",92.5,0.420583672182606,0.000993441609862021,0.0315189087669929,0.3588066109993,0.482360733365912
"17",1989,"SNOW","ALL",97.5,0.551181019454295,0.00112411951020831,0.0335278915264338,0.485466352062485,0.616895686846105
"18",1989,"SNOW","ALL",102.5,0.704643855220622,0.000892153048236514,0.029868931153232,0.646100750160287,0.763186960280957
"19",1989,"SNOW","ALL",107.5,0.865751288465701,0.000374732726468874,0.0193580145280675,0.827809579990689,0.903692996940714
"20",1989,"SNOW","ALL",112.5,0.91882927114841,0.000235145504287945,0.015334454808957,0.888773739722854,0.948884802573965
"21",1989,"SNOW","ALL",117.5,0.934408726138696,0.000194515732239225,0.013946889697679,0.907072822331245,0.961744629946147
"22",1989,"SNOW","ALL",122.5,0.95885638839695,0.000128354556065275,0.0113293669754878,0.936650829124994,0.981061947668906
"23",1989,"SNOW","ALL",127.5,0.979693861776682,6.54429331016792e-05,0.00808968065511113,0.963838087692664,0.9955496358607
"24",1989,"SNOW","ALL",132.5,0.991638190721221,4.23251086951966e-05,0.00650577502648198,0.978886871669317,1.00438950977313
"25",1989,"SNOW","ALL",137.5,0.990007396764531,0.000141253834501591,0.0118850256416043,0.966712746506987,1.01330204702208
"26",1989,"SNOW","ALL",142.5,0.983106996534525,0.00115976947714969,0.0340553883717349,0.916358435325924,1.04985555774313
"27",1990,"SNOW","ALL",7.5,1.42503024117663e-06,5.81837278090922e-11,7.62782589006148e-06,-1.35255085033439e-05,1.63755689856971e-05
"28",1990,"SNOW","ALL",12.5,5.99294681877729e-05,4.25022142084156e-08,0.000206160651455159,-0.000344145408664339,0.000464004345039885
"29",1990,"SNOW","ALL",17.5,5.65153154132343e-06,2.2270252463071e-10,1.49232209871297e-05,-2.35979815934509e-05,3.49010446760977e-05
"30",1990,"SNOW","ALL",22.5,0.000846583777140886,4.19463300490986e-06,0.00204808032188922,-0.00316765365376199,0.00486082120804376
"31",1990,"SNOW","ALL",27.5,0.00312599312893957,1.22910850418318e-05,0.00350586437869918,-0.00374550105331082,0.00999748731118995
"32",1990,"SNOW","ALL",32.5,0.00418488500972015,9.55466842145858e-06,0.0030910626686398,-0.00187359782081385,0.0102433678402542
"33",1990,"SNOW","ALL",37.5,0.00982061732865666,2.12333412279801e-05,0.00460796497686127,0.000789005974008579,0.0188522286833047
"34",1990,"SNOW","ALL",42.5,0.0174759875909219,2.82329945762867e-05,0.00531347292985358,0.00706158064840889,0.0278903945334349
"35",1990,"SNOW","ALL",47.5,0.0323975311004922,4.25721099236448e-05,0.00652473063993026,0.0196090590462289,0.0451860031547555
"36",1990,"SNOW","ALL",52.5,0.0715740485186227,7.78970927898917e-05,0.00882593296994101,0.0542752198975384,0.0888728771397071
"37",1990,"SNOW","ALL",57.5,0.134802320175151,0.000170335668351373,0.0130512707561897,0.109221829493019,0.160382810857283
"38",1990,"SNOW","ALL",62.5,0.180578587634884,0.000244187578556081,0.01562650244156,0.149950642849427,0.211206532420342
"39",1990,"SNOW","ALL",67.5,0.228351928204153,0.000343034716915784,0.0185211964223639,0.19205038321632,0.264653473191987
"40",1990,"SNOW","ALL",72.5,0.321602031598892,0.000451740129670821,0.021254179110726,0.279943840541869,0.363260222655915
"41",1990,"SNOW","ALL",77.5,0.361453591894853,0.000454252922505393,0.0213132100469496,0.319679700202832,0.403227483586874
"42",1990,"SNOW","ALL",82.5,0.360515749576341,0.000490980628339211,0.0221580826864422,0.317085907510914,0.403945591641768
