"","YEAR","SPECIES","DISTRICT","SIZE_5MM","PROP_MATURE_mean","VAR_total","PROP_MATURE_sd","PROP_MATURE_lo","PROP_MATURE_hi"
"95",1991,"TANNER","E166",152.5,0.979979987733629,0.000211129313407115,0.0145302895155986,0.951500620283056,1.0084593551842
"96",1991,"TANNER","E166",157.5,0.992143763647674,6.38736417274927e-05,0.00799209870606543,0.976479250183786,1.00780827711156
"97",1991,"TANNER","E166",162.5,0.99445033314432,5.7822715514787e-05,0.00760412490131422,0.979546248337744,1.0093544179509
"98",1991,"TANNER","E166",167.5,0.99742375690387,2.20175354507322e-05,0.00469228467281475,0.988226878945153,1.00662063486259
"99",1991,"TANNER","E166",172.5,0.998622192209603,1.11409238157403e-05,0.0033378022433542,0.992080099812629,1.00516428460658
"100",1991,"TANNER","E166",177.5,0.999429211612853,3.31403029665938e-06,0.00182044782860135,0.995861133868795,1.00299728935691
"101",1991,"TANNER","E166",182.5,0.999680538771244,1.50883332669841e-06,0.00122834576838055,0.997272981065218,1.00208809647727
"102",1991,"TANNER","W166",12.5,0.00081622592712578,1.36528974667853e-05,0.0036949827424205,-0.00642594024801839,0.00805839210226995
"103",1991,"TANNER","W166",17.5,0.00138391396965227,5.70521748366187e-05,0.00755328900788383,-0.0134205324858,0.0161883604251046
"104",1991,"TANNER","W166",22.5,0.00193040387020116,8.99913532520588e-05,0.00948637724592791,-0.0166628955318175,0.0205237032722199
"105",1991,"TANNER","W166",27.5,0.0015568290645615,1.94265354961575e-05,0.0044075543667841,-0.00708197749433533,0.0101956356234583
"106",1991,"TANNER","W166",32.5,0.0016412915902536,8.96177644419364e-06,0.00299362262888856,-0.00422620876236797,0.00750879194287517
"107",1991,"TANNER","W166",37.5,0.00240743159816209,8.80712095962328e-06,0.00296767938962808,-0.00340922000550895,0.00822408320183312
"108",1991,"TANNER","W166",42.5,0.00480234343123624,1.47524357421809e-05,0.00384088996746599,-0.0027258009049971,0.0123304877674696
"109",1991,"TANNER","W166",47.5,0.00393253757094401,5.2663587029183e-06,0.00229485483264591,-0.00056537790104198,0.00843045304293
"110",1991,"TANNER","W166",52.5,0.010301813407318,1.61133685776958e-05,0.00401414605834114,0.00243408713296932,0.0181695396816666
"111",1991,"TANNER","W166",57.5,0.0309606474040228,8.14996692242476e-05,0.00902771672264076,0.0132663226276469,0.0486549721803987
"112",1991,"TANNER","W166",62.5,0.0435423337184252,0.000145198504322778,0.012049834203124,0.0199246586803021,0.0671600087565483
"113",1991,"TANNER","W166",67.5,0.0469839194134385,0.000101636445750697,0.0100814902544563,0.0272241985147042,0.0667436403121728
"114",1991,"TANNER","W166",72.5,0.0711921928807785,0.000163314747709222,0.0127794658616556,0.0461444397919334,0.0962399459696236
"115",1991,"TANNER","W166",77.5,0.0985279386108854,0.000244436443733724,0.0156344633337292,0.0678843904767762,0.129171486744995
"116",1991,"TANNER","W166",82.5,0.164120034012799,0.000431655029362361,0.0207763093296755,0.123398467726635,0.204841600298963
"117",1991,"TANNER","W166",87.5,0.30337852864917,0.000763178033885718,0.027625677075607,0.24923220158098,0.357524855717359
"118",1991,"TANNER","W166",92.5,0.404332687717913,0.000825639089511893,0.0287339361994122,0.348014172767065,0.460651202668761
"119",1991,"TANNER","W166",97.5,0.454346347807594,0.000976477610329835,0.0312486417357593,0.393099010005506,0.515593685609682
"120",1991,"TANNER","W166",102.5,0.508949263334186,0.000940056236661353,0.0306603365386186,0.448855003718494,0.569043522949879
"121",1991,"TANNER","W166",107.5,0.568203069077859,0.001334854100296,0.0365356551918259,0.49659318490188,0.639812953253838
"122",1991,"TANNER","W166",112.5,0.594706042282395,0.00147948361926254,0.0384640561987752,0.519316492132796,0.670095592431994
"123",1991,"TANNER","W166",117.5,0.62345027007758,0.0019875484282416,0.0445819293911962,0.536069688470835,0.710830851684324
"124",1991,"TANNER","W166",122.5,0.489719487565884,0.00284850007721546,0.053371341347351,0.385111658525076,0.594327316606692
"125",1991,"TANNER","W166",127.5,0.606693380025454,0.00266705942607931,0.0516435806860767,0.505471961880744,0.707914798170164
"126",1991,"TANNER","W166",132.5,0.693283211818113,0.00233183129817244,0.0482890391100552,0.598636695162404,0.787929728473821
"127",1991,"TANNER","W166",137.5,0.854449355073468,0.00130183217870741,0.0360809115559379,0.78373076842383,0.925167941723107
"128",1991,"TANNER","W166",142.5,0.912447781881446,0.000889728726383105,0.0298283208777012,0.853984272961152,0.970911290801741
"129",1991,"TANNER","W166",147.5,0.974209145619598,0.000165875057475782,0.0128792491037243,0.948965817376298,0.999452473862897
"130",1991,"TANNER","W166",152.5,0.989753020687412,7.04741713773109e-05,0.00839488959887567,0.973299037073616,1.00620700430121
"131",1991,"TANNER","W166",157.5,0.995169395239203,2.65639904200269e-05,0.00515402662197499,0.985067503060132,1.00527128741827
"132",1991,"TANNER","W166",162.5,0.998770679599085,6.2875928439585e-06,0.00250750729689038,0.99385596529718,1.00368539390099
"133",1991,"TANNER","W166",167.5,0.999680420804333,9.47592738690779e-07,0.000973443752196694,0.997772471050028,1.00158837055864
"134",1992,"TANNER","E166",7.5,6.87215818793057e-05,5.03973663032759e-08,0.000224493577420994,-0.000371285829865843,0.000508728993624454
"135",1992,"TANNER","E166",12.5,7.04842119573115e-05,4.17643526765837e-08,0.000204363286029031,-0.00033006782865959,0.000471036252574213
"136",1992,"TANNER","E166",22.5,0.000678357438877995,2.46578642223291e-06,0.0015702822746987,-0.00239939581953145,0.00375611069728744
"137",1992,"TANNER","E166",27.5,0.000522227194847383,1.12121945115035e-06,0.00105887650420167,-0.00155317075338789,0.00259762514308265
"138",1992,"TANNER","E166",32.5,0.000901949682948006,3.0745659704393e-06,0.00175344403116818,-0.00253480061814162,0.00433869998403763
"139",1992,"TANNER","E166",37.5,0.00124626660532947,3.63927747556108e-06,0.00190768904058315,-0.00249280391421351,0.00498533712487246
"140",1992,"TANNER","E166",42.5,0.00175589543277605,4.66093308646375e-06,0.00215891942565343,-0.00247558664150468,0.00598737750705678
"141",1992,"TANNER","E166",47.5,0.00441347808998902,2.71928714456314e-05,0.00521467846042605,-0.00580729169244604,0.0146342478724241
"142",1992,"TANNER","E166",52.5,0.00372987585479535,7.54719949256927e-06,0.00274721668103724,-0.00165466884003765,0.00911442054962834
"143",1992,"TANNER","E166",57.5,0.0138402016139001,0.00013281063300582,0.011524349569751,-0.00874752354281186,0.0364279267706121
"144",1992,"TANNER","E166",62.5,0.00534212893104798,1.12957064062981e-05,0.00336090856857162,-0.0012452518633524,0.0119295097254484
"145",1992,"TANNER","E166",67.5,0.00469064065311922,1.25205475877922e-05,0.00353843858047475,-0.00224469896461129,0.0116259802708497
"146",1992,"TANNER","E166",72.5,0.00675318931517345,3.52243182939982e-05,0.00593500785964081,-0.00487942608972253,0.0183858047200694
"147",1992,"TANNER","E166",77.5,0.0111330775207899,5.52460040113313e-05,0.00743276556951256,-0.00343514299545466,0.0257012980370346
"148",1992,"TANNER","E166",82.5,0.0523204719315748,0.000604582052399137,0.0245882502915343,0.00412750136016756,0.100513442502982
"149",1992,"TANNER","E166",87.5,0.0822246359396565,0.000866092000889951,0.0294294410563631,0.0245429314691848,0.139906340410128
"150",1992,"TANNER","E166",92.5,0.094544554219495,0.00121732143850972,0.0348901338276269,0.0261598919173462,0.162929216521644
"151",1992,"TANNER","E166",97.5,0.132573631580184,0.00191388004586913,0.0437479147602389,0.0468277186501154,0.218319544510252
"152",1992,"TANNER","E166",102.5,0.142053119414754,0.00242391688923682,0.049233290457137,0.0455558701187657,0.238550368710743
"153",1992,"TANNER","E166",107.5,0.197792054765262,0.00418796861558636,0.0647145162663398,0.0709516028832355,0.324632506647288
"154",1992,"TANNER","E166",112.5,0.26426332746378,0.00592896326545808,0.076999761463644,0.113343794995038,0.415182859932522
"155",1992,"TANNER","E166",117.5,0.363651078020147,0.0064229231991866,0.0801431419348319,0.206570519827877,0.520731636212418
"156",1992,"TANNER","E166",122.5,0.489859608252743,0.00706251979746214,0.0840387993575714,0.325143561511903,0.654575654993583
"157",1992,"TANNER","E166",127.5,0.577956528676643,0.00569404126536611,0.0754588713496704,0.43005714083129,0.725855916521997
"158",1992,"TANNER","E166",132.5,0.67657488099555,0.00514188347104395,0.0717069276363445,0.536029302828314,0.817120459162785
"159",1992,"TANNER","E166",137.5,0.829181768213598,0.00233942376944744,0.0483675900727691,0.734381291670971,0.923982244756226
"160",1992,"TANNER","E166",142.5,0.897001537108785,0.00174247386253626,0.0417429498542719,0.815185355394412,0.978817718823158
"161",1992,"TANNER","E166",147.5,0.959897581865861,0.000686862224736114,0.0262080564852893,0.908529791154694,1.01126537257703
"162",1992,"TANNER","E166",152.5,0.983739648350555,0.000211298943541168,0.0145361254652389,0.955248842438686,1.01223045426242
"163",1992,"TANNER","E166",157.5,0.993035157225274,7.44286485790914e-05,0.00862720398385777,0.976125837416913,1.00994447703363
"164",1992,"TANNER","E166",162.5,0.998253469008581,8.32023574430593e-06,0.00288448188489821,0.992599884514181,1.00390705350298
"165",1992,"TANNER","E166",167.5,0.999297500200804,2.62325012804256e-06,0.00161964506236476,0.996122995878569,1.00247200452304
"166",1992,"TANNER","E166",172.5,0.9997952610829,3.42572488140896e-07,0.000585296923057773,0.998648079113707,1.00094244305209
"167",1992,"TANNER","W166",7.5,4.56373766507371e-05,4.17929342222518e-08,0.000204433202347984,-0.000355051699951311,0.000446326453252786
"168",1992,"TANNER","W166",12.5,5.44954689964055e-05,5.3244127608146e-08,0.000230746890787603,-0.000397768436947297,0.000506759374940107
"169",1992,"TANNER","W166",17.5,0.000249549425792992,4.96635371147267e-07,0.000704723613303306,-0.00113170885628149,0.00163080770786747
"170",1992,"TANNER","W166",22.5,0.000476416844298441,1.1568824071785e-06,0.00107558468154697,-0.00163172913153362,0.00258456282013051
"171",1992,"TANNER","W166",27.5,0.00072184829458237,1.65395660335399e-06,0.00128606244146775,-0.00179883409069442,0.00324253067985916
"172",1992,"TANNER","W166",32.5,0.00161153330425642,6.60966312475458e-06,0.00257092651095954,-0.00342748265722428,0.00665054926573711
"173",1992,"TANNER","W166",37.5,0.00136087983894771,2.64685944538425e-06,0.00162691715996367,-0.00182787779458108,0.0045496374724765
"174",1992,"TANNER","W166",42.5,0.00192886222401344,3.04355191346933e-06,0.00174457786110834,-0.0014905103837589,0.00534823483178578
"175",1992,"TANNER","W166",47.5,0.00250660824055215,3.36292676175662e-06,0.00183382844392724,-0.00108769550954525,0.00610091199064954
"176",1992,"TANNER","W166",52.5,0.00586609409396722,9.97278503452747e-06,0.00315797166461757,-0.000323530368683217,0.0120557185566177
"177",1992,"TANNER","W166",57.5,0.00999086377561071,1.52454030988358e-05,0.00390453622070994,0.00233797278301923,0.0176437547682022
"178",1992,"TANNER","W166",62.5,0.0201190003216944,3.78453011860416e-05,0.00615185347566419,0.00806136750939258,0.0321766331339962
"179",1992,"TANNER","W166",67.5,0.0308441940070579,8.26084911643402e-05,0.00908892134218028,0.0130299081763846,0.0486584798377313
"180",1992,"TANNER","W166",72.5,0.0447311474365626,0.000130515854127497,0.0114243535540308,0.0223394144706622,0.0671228804024631
"181",1992,"TANNER","W166",77.5,0.0726110776970116,0.000249768740770747,0.0158040735499031,0.0416350935392015,0.103587061854822
"182",1992,"TANNER","W166",82.5,0.133967660608084,0.000503630361912494,0.0224417103161166,0.0899819083884958,0.177953412827673
"183",1992,"TANNER","W166",87.5,0.284140334060389,0.00127361528166145,0.0356877469401117,0.21419235005777,0.354088318063008
"184",1992,"TANNER","W166",92.5,0.343558780109485,0.00125004505219551,0.0353559761878456,0.274261066781308,0.412856493437663
"185",1992,"TANNER","W166",97.5,0.397358426411599,0.00143116219158592,0.0378307043495878,0.323210245886407,0.471506606936791
"186",1992,"TANNER","W166",102.5,0.439397009822746,0.00123143032727939,0.0350917415823066,0.370617196321425,0.508176823324067
"187",1992,"TANNER","W166",107.5,0.522893094014504,0.00114759619517041,0.0338761892067335,0.456495763169307,0.589290424859702
"188",1992,"TANNER","W166",112.5,0.615510837932196,0.00122144261279108,0.0349491432340062,0.547010517193544,0.684011158670848
"189",1992,"TANNER","W166",117.5,0.676858223686309,0.00246584373631329,0.0496572626743893,0.579529988844506,0.774186458528112
"190",1992,"TANNER","W166",122.5,0.823673022392376,0.00108640947055492,0.0329607261836708,0.759069999072381,0.888276045712371
"191",1992,"TANNER","W166",127.5,0.85823849577044,0.0012449903946596,0.0352844214159677,0.789081029795143,0.927395961745737
"192",1992,"TANNER","W166",132.5,0.9105770104206,0.000619482052646835,0.0248893963897647,0.861793793496661,0.959360227344539
"193",1992,"TANNER","W166",137.5,0.93108486630909,0.000726154924430687,0.0269472619097133,0.878268232966052,0.983901499652128
"194",1992,"TANNER","W166",142.5,0.96927337580694,0.00021294891243504,0.0145927691832305,0.940671548207808,0.997875203406071
"195",1992,"TANNER","W166",147.5,0.990639413681068,3.66709326222493e-05,0.00605565294763903,0.978770333903695,1.00250849345844
"196",1992,"TANNER","W166",152.5,0.998036485245444,2.32082719776841e-06,0.00152342613794316,0.995050570015075,1.00102240047581
"197",1992,"TANNER","W166",157.5,0.996968208208129,1.31785567578707e-05,0.00363022819639078,0.989852960943203,1.00408345547305
"198",1993,"TANNER","E166",12.5,3.16540920059108e-05,2.80116001779106e-08,0.000167366663878774,-0.000296384569196487,0.000359692753208308
"199",1993,"TANNER","E166",22.5,0.000372103147164681,1.43280032567557e-06,0.00119699637663427,-0.00197400975103849,0.00271821604536785
"200",1993,"TANNER","E166",27.5,0.000139421475254954,1.39476443301764e-07,0.000373465451282664,-0.000592570809259067,0.000871413759768975
"201",1993,"TANNER","E166",32.5,0.000222555955011747,1.57679896674849e-07,0.000397089280483432,-0.000555739034735779,0.00100085094475927
"202",1993,"TANNER","E166",37.5,0.000455395043789848,5.24401709878867e-07,0.000724155860211644,-0.000963950442224975,0.00187474052980467
"203",1993,"TANNER","E166",42.5,0.000764099912681079,9.30847518855312e-07,0.000964804394089969,-0.00112691669973526,0.00265511652509742
"204",1993,"TANNER","E166",47.5,0.000600790325876465,4.5556601191734e-07,0.00067495630370961,-0.000722124029394371,0.0019237046811473
"205",1993,"TANNER","E166",52.5,0.00382051144736719,1.20612717501004e-05,0.00347293417013631,-0.00298643952609997,0.0106274624208344
"206",1993,"TANNER","E166",57.5,0.00264971236019161,4.64001736717885e-06,0.00215406995410522,-0.00157226474985462,0.00687168947023783
"207",1993,"TANNER","E166",62.5,0.00396213862089736,7.337483521212e-06,0.00270877897238073,-0.00134706816496887,0.00927134540676359
"208",1993,"TANNER","E166",67.5,0.00650127505721515,1.56472384288011e-05,0.0039556590384917,-0.00125181665822858,0.0142543667726589
"209",1993,"TANNER","E166",72.5,0.0124353042847666,5.34151987994931e-05,0.00730857022949723,-0.00188949336504801,0.0267601019345811
"210",1993,"TANNER","E166",77.5,0.016632138326943,7.12737626379556e-05,0.00844237896791868,8.5075549822379e-05,0.0331792011040636
"211",1993,"TANNER","E166",82.5,0.0549295957448978,0.000480826065926212,0.0219277464853599,0.0119512126335925,0.0979079788562031
"212",1993,"TANNER","E166",87.5,0.0525086786687724,0.000417925509740658,0.0204432265002533,0.0124399547282759,0.0925774026092688
"213",1993,"TANNER","E166",92.5,0.0602208532463805,0.000935802282274279,0.030590885607878,0.000262717454939554,0.120178989037821
"214",1993,"TANNER","E166",97.5,0.0858693297614836,0.00127169963759429,0.0356608978798108,0.0159739699170544,0.155764689605913
"215",1993,"TANNER","E166",102.5,0.108707748727644,0.001396682671451,0.0373722179091769,0.0354582016256575,0.181957295829631
"216",1993,"TANNER","E166",107.5,0.163596001677045,0.00184023923710092,0.0428980097102525,0.0795159026449501,0.24767610070914
